bhsa_node,mother_clause,mother_type,mother_verbtype,mother_rela,mother_domain2,daught_clause,daught_type,daught_verbtype,daught_rela,daught_domain2
300479,עַתָּ֕ה ,MSyn,Ø,Main,Q,הֲמֶ֣לֶךְ אֵֽין־בָּ֗ךְ ,NmCl,Ø,Main,Q
300504,ח֧וּלִי ,ZIm0,impv,Main,Q,וְשָׁכַ֣נְתְּ בַּשָּׂדֶ֗ה ,WQt0,wqtl,Main,Q
300517,וּבָ֤את עַד־בָּבֶל֙ ,WQt0,wqtl,Main,Q,שָׁ֚ם יִגְאָלֵ֣ךְ יְהוָ֔ה מִכַּ֖ף אֹיְבָֽיִךְ׃ ,xYqX,yqtl,Main,Q
300519,שָׁ֣ם תִּנָּצֵ֔לִי ,xYq0,yqtl,Main,Q,,,,,
300532,הָאֹמְרִ֣ים ,Ptcp,ptcp,SubMod,Q,וְתַ֥חַז בְּצִיֹּ֖ון עֵינֵֽינוּ׃ ,WYqX,yqtl,Main,Q
300534,תֶּחֱנָ֔ף ,ZYq0,yqtl,Main,Q,,,,,
300561,ק֧וּמִי ,ZIm0,impv,Main,Q,וּפַרְסֹתַ֨יִךְ֙ אָשִׂ֣ים נְחוּשָׁ֔ה ,WxY0,yqtl,Main,Q
300565,כִּֽי־קַרְנֵ֞ךְ אָשִׂ֤ים בַּרְזֶל֙ ,xYq0,yqtl,SubAdv,Q,,,,,
300584,עַתָּ֕ה ,MSyn,Ø,Main,Q,בַת־גְּד֔וּד ,Voct,Ø,Main,Q
300593,מָצֹ֖ור שָׂ֣ם עָלֵ֑ינוּ ,xQt0,qtl,Main,Q,,,,,
300612,וְאַתָּ֞ה ,CPen,Ø,Main,Q,לִֽהְיֹ֥ות מֹושֵׁ֖ל בְּיִשְׂרָאֵ֑ל ,InfC,infc,SubAdv,Q
300626,לָכֵ֣ן ,MSyn,Ø,Main,Q,יֹולֵדָ֖ה יָלָ֑דָה ,XQtl,qtl,SubMod,Q
300634,יִתְּנֵ֔ם עַד־עֵ֥ת ,ZYq0,yqtl,Main,Q,,,,,
300654,וְיָשָׁ֕בוּ ,WQt0,wqtl,Main,Q,,,,,
300664,אַשּׁ֣וּר׀ ,CPen,Ø,Main,Q,וְכִ֤י יִדְרֹךְ֙ בְּאַרְמְנֹתֵ֔ינוּ ,WxY0,yqtl,SubAdv,Q
300669,כִּֽי־יָבֹ֣וא בְאַרְצֵ֗נוּ ,xYq0,yqtl,SubAdv,Q,,,,,
300700,וְהִצִּיל֙ מֵֽאַשּׁ֔וּר ,WQt0,wqtl,Main,Q,וְכִ֥י יִדְרֹ֖ךְ בִּגְבוּלֵֽנוּ׃ ס ,WxY0,yqtl,SubAdv,Q
300705,כִּֽי־יָבֹ֣וא בְאַרְצֵ֔נוּ ,xYq0,yqtl,SubAdv,Q,,,,,
300727,כִּרְבִיבִ֖ים עֲלֵי־עֵ֑שֶׂב ,Ellp,Ø,Main,Q,וְלֹ֥א יְיַחֵ֖ל לִבְנֵ֥י אָדָֽם׃ ,WxY0,yqtl,SubAdv,Q
300732,אֲשֶׁ֤ר לֹֽא־יְקַוֶּה֙ לְאִ֔ישׁ ,xYq0,yqtl,SubMod,Q,,,,,
300767,וְהָיָה֩ שְׁאֵרִ֨ית יַעֲקֹ֜ב בַּגֹּויִ֗ם בְּקֶ֨רֶב֙ עַמִּ֣ים רַבִּ֔ים ,WQtX,wqtl,Main,Q,וְכָל־אֹיְבֶ֖יךָ יִכָּרֵֽתוּ׃ פ ,WXYq,yqtl,Main,Q
300774,תָּרֹ֥ם יָדְךָ֖ עַל־צָרֶ֑יךָ ,ZYqX,yqtl,Main,Q,,,,,
300808,וְהִכְרַתִּ֥י כְשָׁפִ֖ים מִיָּדֶ֑ךָ ,WQt0,wqtl,Main,Q,,,,,
300819,וְהִכְרַתִּ֧י פְסִילֶ֛יךָ וּמַצֵּבֹותֶ֖יךָ מִקִּרְבֶּ֑ךָ ,WQt0,wqtl,Main,Q,,,,,
300858,רִ֣יב אֶת־הֶהָרִ֔ים ,ZIm0,impv,Main,Q,,,,,
300881,כִּ֣י רִ֤יב לַֽיהוָה֙ עִם־עַמֹּ֔ו ,NmCl,Ø,SubAdv,Q,,,,,
300937,שִׁמְע֤וּ ,ZIm0,impv,Main,Q,אִכַּ֖ף לֵאלֹהֵ֣י מָרֹ֑ום ,ZYq0,yqtl,Main,Q
300939,בַּמָּה֙ אֲקַדֵּ֣ם יְהוָ֔ה ,xYq0,yqtl,Main,Q,,,,,
300944,בַּמָּה֙ אֲקַדֵּ֣ם יְהוָ֔ה ,xYq0,yqtl,Main,Q,,,,,
300952,בַּמָּה֙ אֲקַדֵּ֣ם יְהוָ֔ה ,xYq0,yqtl,Main,Q,,,,,
300962,בַּמָּה֙ אֲקַדֵּ֣ם יְהוָ֔ה ,xYq0,yqtl,Main,Q,פְּרִ֥י בִטְנִ֖י חַטַּ֥את נַפְשִֽׁי׃ ,Ellp,Ø,Main,Q
300996,הִגִּ֥יד לְךָ֛ ,ZQt0,qtl,Main,Q,וְתוּשִׁיָּ֖ה יִרְאֶ֣ה שְׁמֶ֑ךָ ,WxYX,yqtl,Main,Q
300999,קֹ֤ול יְהוָה֙ לָעִ֣יר יִקְרָ֔א ,XYqt,yqtl,Main,Q,,,,,
301018,שִׁמְע֥וּ מַטֶּ֖ה ,ZIm0,impv,Main,Q,אֲשֶׁ֤ר עֲשִׁירֶ֨יהָ֙ מָלְא֣וּ חָמָ֔ס ,XQtl,qtl,SubMod,Q
301049,וְגַם־אֲנִ֖י הֶחֱלֵ֣יתִי ,WXQt,qtl,Main,Q,וְלֹ֣א תִשְׂבָּ֔ע ,WxY0,yqtl,Main,Q
301052,אַתָּ֤ה תֹאכַל֙ ,XYqt,yqtl,Main,Q,וְיֶשְׁחֲךָ֖ בְּקִרְבֶּ֑ךָ ,NmCl,Ø,Main,Q
301058,אַתָּ֤ה תֹאכַל֙ ,XYqt,yqtl,Main,Q,וְלֹ֣א תַפְלִ֔יט ,WxY0,yqtl,Main,Q
301061,וְתַסֵּג֙ ,WYq0,yqtl,Main,Q,,,,,
301064,לַחֶ֥רֶב אֶתֵּֽן׃ ,xYq0,yqtl,Main,Q,,,,,
301068,וַ,Defc,Ø,Main,Q,אֲשֶׁ֥ר תְּפַלֵּ֖ט ,xYq0,yqtl,SubArg,Q
301070,אַתָּ֤ה תֹאכַל֙ ,XYqt,yqtl,Main,Q,וְלֹ֣א תִקְצֹ֑ור ,WxY0,yqtl,Main,Q
301073,אַתָּ֥ה תִזְרַ֖ע ,XYqt,yqtl,Main,Q,,,,,
301075,אַתָּ֥ה תִזְרַ֖ע ,XYqt,yqtl,Main,Q,וְלֹא־תָס֣וּךְ שֶׁ֔מֶן ,WxY0,yqtl,Main,Q
301079,אַתָּ֤ה תִדְרֹֽךְ־זַ֨יִת֙ ,XYqt,yqtl,Main,Q,,,,,
301085,וְתִירֹ֖ושׁ ,Ellp,Ø,Main,Q,,,,,
301088,שִׁמְע֥וּ מַטֶּ֖ה ,ZIm0,impv,Main,Q,וַתֵּלְכ֖וּ בְּמֹֽעֲצֹותָ֑ם ,Way0,wayq,Main,Q
301112,וְיִשְׁתַּמֵּ֞ר חֻקֹּ֣ות עָמְרִ֗י וְכֹל֙ מַעֲשֵׂ֣ה בֵית־אַחְאָ֔ב ,WYq0,yqtl,Main,Q,,,,,
301144,אָבַ֤ד חָסִיד֙ מִן־הָאָ֔רֶץ ,ZQtX,qtl,Main,Q,יָצ֥וּדוּ חֵֽרֶם׃ ,ZYq0,yqtl,Main,Q
301148,כֻּלָּם֙ לְדָמִ֣ים יֶאֱרֹ֔בוּ ,XYqt,yqtl,Main,Q,אִ֥ישׁ אֶת־אָחִ֖יהוּ ,Ellp,Ø,SubAdv,Q
301185,יֹ֤ום מְצַפֶּ֨יךָ֙ פְּקֻדָּתְךָ֣ בָ֔אָה ,XQtl,qtl,Main,Q,,,,,
301188,אַ֣לְלַי לִ֗י ,NmCl,Ø,Main,Q,אַֽל־תִּבְטְח֖וּ בְּאַלּ֑וּף ,xYq0,yqtl,Main,Q
301192,אַל־תַּאֲמִ֣ינוּ בְרֵ֔עַ ,xYq0,yqtl,Main,Q,מִשֹּׁכֶ֣בֶת חֵיקֶ֔ךָ שְׁמֹ֖ר פִּתְחֵי־פִֽיךָ׃ ,xIm0,impv,Main,Q
301220,אַ֣לְלַי לִ֗י ,NmCl,Ø,Main,Q,אֹוחִ֖ילָה לֵאלֹהֵ֣י יִשְׁעִ֑י ,ZYq0,yqtl,Main,Q
301221,וַאֲנִי֙ בַּיהוָ֣ה אֲצַפֶּ֔ה ,WXYq,yqtl,Main,Q,יִשְׁמָעֵ֖נִי אֱלֹהָֽי׃ ,ZYqX,yqtl,Main,Q
301225,אֹוחִ֖ילָה לֵאלֹהֵ֣י יִשְׁעִ֑י ,ZYq0,yqtl,Main,Q,,,,,
301228,וַאֲנִי֙ בַּיהוָ֣ה אֲצַפֶּ֔ה ,WXYq,yqtl,Main,Q,אֹיַ֨בְתִּי֙ ,Voct,Ø,Main,Q
301235,כִּ֥י נָפַ֖לְתִּי ,xQt0,qtl,SubAdv,Q,יְהוָ֖ה אֹ֥ור לִֽי׃ ס ,NmCl,Ø,Main,Q
301244,וַאֲנִי֙ בַּיהוָ֣ה אֲצַפֶּ֔ה ,WXYq,yqtl,Main,Q,כִּ֥י חָטָ֖אתִי לֹ֑ו ,xQt0,qtl,SubAdv,Q
301250,יֹוצִיאֵ֣נִי לָאֹ֔ור ,ZYq0,yqtl,Main,Q,וְעָשָׂ֣ה מִשְׁפָּטִ֔י ,WQt0,wqtl,SubAdv,Q
301255,זַ֤עַף יְהוָה֙ אֶשָּׂ֔א ,xYq0,yqtl,Main,Q,עַד֩ אֲשֶׁ֨ר יָרִ֤יב רִיבִי֙ ,xYq0,yqtl,SubAdv,Q
301259,יֹוצִיאֵ֣נִי לָאֹ֔ור ,ZYq0,yqtl,Main,Q,,,,,
301263,יֹוצִיאֵ֣נִי לָאֹ֔ור ,ZYq0,yqtl,Main,Q,וּתְכַסֶּ֣הָ בוּשָׁ֔ה ,WYqX,yqtl,Main,Q
301266,וְתֵרֶ֤א אֹיַ֨בְתִּי֙ ,WYqX,yqtl,Main,Q,,,,,
301275,וְתֵרֶ֤א אֹיַ֨בְתִּי֙ ,WYqX,yqtl,Main,Q,עַתָּ֛ה תִּֽהְיֶ֥ה לְמִרְמָ֖ס ,xYq0,yqtl,Main,Q
301278,עֵינַי֙ תִּרְאֶ֣ינָּה בָּ֔הּ ,XYqt,yqtl,Main,Q,כְּטִ֥יט חוּצֹֽות׃ ,Ellp,Ø,Main,Q
301291,יֹ֖ום ,CPen,Ø,Main,Q,,,,,
301297,יֹ֥ום הוּא֙ ,NmCl,Ø,Main,Q,לְמִנִּ֥י אַשּׁ֖וּר וְעָרֵ֣י מָצֹ֑ור ,Ellp,Ø,Main,Q
301343,רְעֵ֧ה עַמְּךָ֣ בְשִׁבְטֶ֗ךָ צֹ֚אן נַֽחֲלָתֶ֔ךָ ,ZIm0,impv,Main,Q,,,,,
301356,כִּימֵ֥י ,Defc,Ø,Main,Q,,,,,
301358,כִּימֵ֥י ,Defc,Ø,Main,Q,וְיֵבֹ֔שׁוּ מִכֹּ֖ל גְּבֽוּרָתָ֑ם ,WYq0,yqtl,Main,Q
301361,יִרְא֤וּ גֹויִם֙ ,ZYqX,yqtl,Main,Q,,,,,
301365,יִרְא֤וּ גֹויִם֙ ,ZYqX,yqtl,Main,Q,אָזְנֵיהֶ֖ם תֶּחֱרַֽשְׁנָה׃ ,XYqt,yqtl,Main,Q
301370,יָשִׂ֤ימוּ יָד֙ עַל־פֶּ֔ה ,ZYq0,yqtl,Main,Q,,,,,
301371,יָשִׂ֤ימוּ יָד֙ עַל־פֶּ֔ה ,ZYq0,yqtl,Main,Q,יִרְגְּז֖וּ מִמִּסְגְּרֹֽתֵיהֶ֑ם ,ZYq0,yqtl,Main,Q
301379,יְלַחֲכ֤וּ עָפָר֙ כַּנָּחָ֔שׁ כְּזֹחֲלֵ֣י אֶ֔רֶץ ,ZYq0,yqtl,Main,Q,אֶל־יְהוָ֤ה אֱלֹהֵ֨ינוּ֙ יִפְחָ֔דוּ ,xYq0,yqtl,Main,Q
301385,יִרְגְּז֖וּ מִמִּסְגְּרֹֽתֵיהֶ֑ם ,ZYq0,yqtl,Main,Q,וְיִֽרְא֖וּ מִמֶּֽךָּ׃ ,WYq0,yqtl,Main,Q
301387,אֶל־יְהוָ֤ה אֱלֹהֵ֨ינוּ֙ יִפְחָ֔דוּ ,xYq0,yqtl,Main,Q,,,,,
301410,נֹשֵׂ֤א עָוֹן֙ ,Ptcp,ptcp,SubMod,Q,יְרַֽחֲמֵ֔נוּ ,ZYq0,yqtl,Main,Q
301411,יָשׁ֣וּב ,ZYq0,yqtl,Main,Q,,,,,
301412,יָשׁ֣וּב ,ZYq0,yqtl,Main,Q,,,,,
301415,מִי־אֵ֣ל כָּמֹ֗וךָ ,NmCl,Ø,Main,Q,,,,,
301421,מִי־אֵ֣ל כָּמֹ֗וךָ ,NmCl,Ø,Main,Q,חֶ֖סֶד לְאַבְרָהָ֑ם ,Ellp,Ø,Main,Q
301470,יְהֹוָ֗ה אֶ֤רֶךְ אַפַּ֨יִם֙ וּגְדָל־כֹּ֔חַ ,AjCl,Ø,Main,?,,,,,
301524,לִפְנֵ֤י זַעְמֹו֙ ,CPen,Ø,Main,?,וּמִ֥י יָק֖וּם בַּחֲרֹ֣ון אַפֹּ֑ו ,WXYq,yqtl,Main,?
301527,מִ֣י יַֽעֲמֹ֔וד ,XYqt,yqtl,Main,?,,,,,
301557,וְיֹדֵ֖עַ ,Ptcp,ptcp,Main,?,וְאֹיְבָ֖יו יְרַדֶּף־חֹֽשֶׁךְ׃ ,WxY0,yqtl,Main,?
301561,וּבְשֶׁ֣טֶף עֹבֵ֔ר כָּלָ֖ה יַעֲשֶׂ֣ה מְקֹומָ֑הּ ,WxY0,yqtl,Main,?,,,,,
301564,אֵ֣ל קַנֹּ֤וא וְנֹקֵם֙ יְהוָ֔ה ,NmCl,Ø,Main,?,כָּלָ֖ה ה֣וּא עֹשֶׂ֑ה ,Ptcp,ptcp,Main,Q
301571,כָּלָ֖ה ה֣וּא עֹשֶׂ֑ה ,Ptcp,ptcp,Main,Q,כִּ֚י ,Defc,Ø,SubAdv,Q
301611,וְעִ֨נִּתִ֔ךְ ,WQt0,wqtl,Main,Q,,,,,
301615,וְעַתָּ֕ה ,MSyn,Ø,Main,Q,וּמֹוסְרֹתַ֖יִךְ אֲנַתֵּֽק׃ ,WxY0,yqtl,Main,Q
301621,אֶשְׁבֹּ֥ר מֹטֵ֖הוּ מֵֽעָלָ֑יִךְ ,ZYq0,yqtl,Main,Q,,,,,
301627,וְצִוָּ֤ה עָלֶ֨יךָ֙ יְהוָ֔ה ,WQtX,wqtl,Main,Q,מִבֵּ֨ית אֱלֹהֶ֜יךָ אַכְרִ֨ית פֶּ֧סֶל וּמַסֵּכָ֛ה ,xYq0,yqtl,Main,Q
301634,לֹֽא־יִזָּרַ֥ע מִשִּׁמְךָ֖ עֹ֑וד ,xYq0,yqtl,Main,Q,,,,,
301638,לֹֽא־יִזָּרַ֥ע מִשִּׁמְךָ֖ עֹ֑וד ,xYq0,yqtl,Main,Q,כִּ֥י קַלֹּֽותָ׃ פ ,xQt0,qtl,SubAdv,Q
301657,חָגִּ֧י ,ZIm0,impv,Main,Q,לַֽעֲבָר־בָּ֥ךְ ,InfC,infc,SubAdv,Q
301714,בְּאֵשׁ־פְּלָדֹ֥ות הָרֶ֖כֶב בְּיֹ֣ום ,NmCl,Ø,Main,Q,יִֽשְׁתַּקְשְׁק֖וּן בָּרְחֹבֹ֑ות ,ZYq0,yqtl,Main,Q
301717,בַּֽחוּצֹות֙ יִתְהֹולְל֣וּ הָרֶ֔כֶב ,xYqX,yqtl,Main,Q,,,,,
301728,מַרְאֵיהֶן֙ כַּלַּפִּידִ֔ם ,NmCl,Ø,Main,Q,,,,,
301729,בְּאֵשׁ־פְּלָדֹ֥ות הָרֶ֖כֶב בְּיֹ֣ום ,NmCl,Ø,Main,Q,יִכָּשְׁל֖וּ בַּהֲלִֽיכָתָ֑ם ,ZYq0,yqtl,Main,Q
301731,יִזְכֹּר֙ אַדִּירָ֔יו ,ZYq0,yqtl,Main,Q,יְמַֽהֲרוּ֙ חֹֽומָתָ֔הּ ,ZYq0,yqtl,Main,Q
301734,יִכָּשְׁל֖וּ בַּהֲלִֽיכָתָ֑ם ,ZYq0,yqtl,Main,Q,וְהֻכַ֖ן הַסֹּכֵֽךְ׃ ,WQtX,wqtl,Main,Q
301861,וְהִבְעַרְתִּ֤י בֶֽעָשָׁן֙ רִכְבָּ֔הּ ,WQt0,wqtl,Main,Q,,,,,
301870,וְהִכְרַתִּ֤י מֵאֶ֨רֶץ֙ טַרְפֵּ֔ךְ ,WQt0,wqtl,Main,Q,,,,,
301882,פֶּ֨רֶק֙ מְלֵאָ֔ה ,Ptcp,ptcp,Main,Q,,,,,
301968,וְהָיָ֤ה ,WQt0,wqtl,Main,Q,וְאָמַר֙ ,WQt0,wqtl,Main,Q
301975,שָׁדְּדָ֣ה נִֽינְוֵ֔ה ,ZQtX,qtl,Main,Q,מֵאַ֛יִן אֲבַקֵּ֥שׁ מְנַחֲמִ֖ים לָֽךְ׃ ,xYq0,yqtl,Main,Q
301979,מִ֖י יָנ֣וּד לָ֑הּ ,XYqt,yqtl,Main,Q,,,,,
301983,הִנְנִ֣י אֵלַ֗יִךְ ,NmCl,Ø,Main,Q,הַיֹּֽשְׁבָה֙ בַּיְאֹרִ֔ים ,Ptcp,ptcp,SubMod,Q
302024,גַּם־הִ֗יא לַגֹּלָה֙ הָלְכָ֣ה בַשֶּׁ֔בִי ,XQtl,qtl,Main,Q,וְעַל־נִכְבַּדֶּ֨יהָ֙ יַדּ֣וּ גֹורָ֔ל ,WxQ0,qtl,Main,Q
302043,הֲתֵֽיטְבִי֙ מִנֹּ֣א אָמֹ֔ון ,xYq0,yqtl,Main,Q,תְּהִ֖י נַֽעֲלָמָ֑ה ,ZYq0,yqtl,Main,Q
302044,גַּם־אַ֣תְּ תִּשְׁכְּרִ֔י ,XYqt,yqtl,Main,Q,,,,,
302048,גַּם־אַ֣תְּ תִּשְׁכְּרִ֔י ,XYqt,yqtl,Main,Q,כָּ֨ל־מִבְצָרַ֔יִךְ תְּאֵנִ֖ים עִם־בִּכּוּרִ֑ים ,NmCl,Ø,Main,Q
302058,כָּ֨ל־מִבְצָרַ֔יִךְ תְּאֵנִ֖ים עִם־בִּכּוּרִ֑ים ,NmCl,Ø,Main,Q,וְנָפְל֖וּ עַל־פִּ֥י אֹוכֵֽל׃ ,WQt0,wqtl,Main,Q
302096,מֵ֤י מָצֹור֙ שַֽׁאֲבִי־לָ֔ךְ ,xIm0,impv,Main,Q,תַּכְרִיתֵ֣ךְ חֶ֔רֶב ,ZYqX,yqtl,Main,Q
302098,שָׁ֚ם תֹּאכְלֵ֣ךְ אֵ֔שׁ ,xYqX,yqtl,Main,Q,תֹּאכְלֵ֖ךְ כַּיָּ֑לֶק ,ZYq0,yqtl,Main,Q
302100,תַּכְרִיתֵ֣ךְ חֶ֔רֶב ,ZYqX,yqtl,Main,Q,,,,,
302152,נָמ֤וּ רֹעֶ֨יךָ֙ ,ZQtX,qtl,Main,Q,,,,,
302194,שִׁוַּ֖עְתִּי ,ZQt0,qtl,Main,Q,,,,,
302195,עַד־אָ֧נָה ,Defc,Ø,Main,Q,וְלֹ֥א תֹושִֽׁיעַ׃ ,WxY0,yqtl,Main,Q
302200,אֶזְעַ֥ק אֵלֶ֛יךָ חָמָ֖ס ,ZYq0,yqtl,Main,Q,,,,,
302202,עַד־אָ֧נָה ,Defc,Ø,Main,Q,וְעָמָ֣ל תַּבִּ֔יט ,WxY0,yqtl,Main,Q
302206,לָ֣מָּה תַרְאֵ֤נִי אָ֨וֶן֙ ,xYq0,yqtl,Main,Q,,,,,
302218,וַיְהִ֧י רִ֦יב ,WayX,wayq,Main,Q,,,,,
302221,לָ֣מָּה תַרְאֵ֤נִי אָ֨וֶן֙ ,xYq0,yqtl,Main,Q,וְלֹֽא־יֵצֵ֥א לָנֶ֖צַח מִשְׁפָּ֑ט ,WxYX,yqtl,Main,Q
302225,עַל־כֵּן֙ תָּפ֣וּג תֹּורָ֔ה ,xYqX,yqtl,Main,Q,,,,,
302237,כִּ֤י רָשָׁע֙ מַכְתִּ֣יר אֶת־הַצַּדִּ֔יק ,Ptcp,ptcp,SubAdv,Q,,,,,
302255,כִּי־פֹ֨עַל֙ פֹּעֵ֣ל בִּֽימֵיכֶ֔ם ,Ptcp,ptcp,SubAdv,Q,כִּ֥י יְסֻפָּֽר׃ ,xYq0,yqtl,SubAdv,Q
302257,לֹ֥א תַאֲמִ֖ינוּ ,xYq0,yqtl,Main,Q,,,,,
302289,אָיֹ֥ם וְנֹורָ֖א ה֑וּא ,AjCl,Ø,Main,Q,וְקַלּ֨וּ מִנְּמֵרִ֜ים סוּסָ֗יו ,WQtX,wqtl,Main,Q
302307,מִמֶּ֕נּוּ מִשְׁפָּטֹ֥ו וּשְׂאֵתֹ֖ו יֵצֵֽא׃ ,XYqt,yqtl,Main,Q,יָעֻ֕פוּ כְּנֶ֖שֶׁר ,ZYq0,yqtl,Main,Q
302308,וּפָֽרָשָׁיו֙ מֵרָחֹ֣וק יָבֹ֔אוּ ,WXYq,yqtl,Main,Q,חָ֥שׁ ,Ptcp,ptcp,SubMod,Q
302317,אָיֹ֥ם וְנֹורָ֖א ה֑וּא ,AjCl,Ø,Main,Q,מְגַמַּ֥ת פְּנֵיהֶ֖ם קָדִ֑ימָה ,NmCl,Ø,Main,Q
302332,וְהוּא֙ ,CPen,Ø,Main,Q,וְרֹזְנִ֖ים מִשְׂחָ֣ק לֹ֑ו ,NmCl,Ø,Main,Q
302341,ה֚וּא ,CPen,Ø,Main,Q,וַיִּצְבֹּ֥ר עָפָ֖ר ,Way0,wayq,Main,Q
302367,הֲלֹ֧וא אַתָּ֣ה מִקֶּ֗דֶם ,NmCl,Ø,Main,Q,,,,,
302387,וְ,Defc,Ø,Main,Q,הַבִּ֥יט אֶל־עָמָ֖ל ,InfC,infc,SubArg,Q
302389,טְהֹ֤ור עֵינַ֨יִם֙ ,Voct,Ø,Main,Q,תַּחֲרִ֕ישׁ ,ZYq0,yqtl,Main,Q
302391,לָ֤מָּה תַבִּיט֙ בֹּֽוגְדִ֔ים ,xYq0,yqtl,Main,Q,בְּבַלַּ֥ע רָשָׁ֖ע ,InfC,infc,SubAdv,Q
302413,כֻּלֹּה֙ בְּחַכָּ֣ה הֵֽעֲלָ֔ה ,xQt0,qtl,Main,Q,וְיַאַסְפֵ֖הוּ בְּמִכְמַרְתֹּ֑ו ,WYq0,yqtl,Main,Q
302417,יְגֹרֵ֣הוּ בְחֶרְמֹ֔ו ,ZYq0,yqtl,Main,Q,,,,,
302422,כֻּלֹּה֙ בְּחַכָּ֣ה הֵֽעֲלָ֔ה ,xQt0,qtl,Main,Q,וְיָגִֽיל׃ ,WYq0,yqtl,Main,Q
302424,עַל־כֵּ֖ן יִשְׂמַ֥ח ,xYq0,yqtl,Main,Q,,,,,
302427,עַל־כֵּ֖ן יִשְׂמַ֥ח ,xYq0,yqtl,Main,Q,וִֽיקַטֵּ֖ר לְמִכְמַרְתֹּ֑ו ,WYq0,yqtl,Main,Q
302431,עַל־כֵּן֙ יְזַבֵּ֣חַ לְחֶרְמֹ֔ו ,xYq0,yqtl,Main,Q,,,,,
302445,כֻּלֹּה֙ בְּחַכָּ֣ה הֵֽעֲלָ֔ה ,xQt0,qtl,Main,Q,וְתָמִ֛יד ,Ellp,Ø,Main,Q
302453,לַהֲרֹ֥ג גֹּויִ֖ם ,InfC,infc,SubAdv,Q,,,,,
302456,,,,,,וְאֶֽתְיַצְּבָ֖ה עַל־מָצֹ֑ור ,WYq0,yqtl,Main,Q
302458,עַל־מִשְׁמַרְתִּ֣י אֶעֱמֹ֔דָה ,xYq0,yqtl,Main,Q,וַאֲצַפֶּ֗ה ,WYq0,yqtl,Main,Q
302462,וְאֶֽתְיַצְּבָ֖ה עַל־מָצֹ֑ור ,WYq0,yqtl,Main,Q,לִרְאֹות֙ ,InfC,infc,SubAdv,Q
302466,לִרְאֹות֙ ,InfC,infc,SubAdv,Q,וּמָ֥ה אָשִׁ֖יב עַל־תֹּוכַחְתִּֽי׃ ,WxY0,yqtl,Main,Q
302470,מַה־יְדַבֶּר־בִּ֔י ,xYq0,yqtl,SubArg,Q,,,,,
302486,כְּתֹ֣וב חָזֹ֔ון ,ZIm0,impv,Main,Q,קֹ֥ורֵא בֹֽו׃ ,Ptcp,ptcp,SubArg,Q
302496,כִּ֣י עֹ֤וד חָזֹון֙ לַמֹּועֵ֔ד ,NmCl,Ø,SubAdv,Q,וְלֹ֣א יְכַזֵּ֑ב ,WxY0,yqtl,Main,Q
302502,וְיָפֵ֥חַ לַקֵּ֖ץ ,WYq0,yqtl,Main,Q,,,,,
302504,כִּ֣י עֹ֤וד חָזֹון֙ לַמֹּועֵ֔ד ,NmCl,Ø,SubAdv,Q,חַכֵּה־לֹ֔ו ,ZIm0,impv,Main,Q
302509,חַכֵּה־לֹ֔ו ,ZIm0,impv,Main,Q,לֹ֥א יְאַחֵֽר׃ ,xYq0,yqtl,Main,Q
302511,כִּֽי־בֹ֥א יָבֹ֖א ,xYq0,yqtl,SubAdv,Q,,,,,
302522,לֹא־יָשְׁרָ֥ה נַפְשֹׁ֖ו בֹּ֑ו ,xQtX,qtl,Main,Q,,,,,
302533,כִּֽי־הַיַּ֣יִן בֹּוגֵ֔ד גֶּ֥בֶר יָהִ֖יר ,Ptcp,ptcp,SubAdv,Q,,,,,
302546,וְה֤וּא כַמָּ֨וֶת֙ ,NmCl,Ø,Main,Q,וַיֶּאֱסֹ֤ף אֵלָיו֙ כָּל־הַגֹּויִ֔ם ,Way0,wayq,Main,Q
302565,וְה֤וּא כַמָּ֨וֶת֙ ,NmCl,Ø,Main,Q,וּמְלִיצָ֖ה חִידֹ֣ות לֹ֑ו ,Ellp,Ø,Main,Q
302571,הֲלֹוא־אֵ֣לֶּה כֻלָּ֗ם עָלָיו֙ מָשָׁ֣ל יִשָּׂ֔אוּ ,XYqt,yqtl,Main,Q,הֹ֚וי ,NmCl,Ø,Main,Q
302586,הֹ֚וי ,NmCl,Ø,Main,Q,וְיִקְצ֖וּ מְזַעְזְעֶ֑יךָ ,WYqX,yqtl,Main,Q
302589,הֲלֹ֣וא פֶ֗תַע יָק֨וּמוּ֙ נֹשְׁכֶ֔יךָ ,xYqX,yqtl,Main,Q,,,,,
302601,כִּֽי אַתָּ֤ה שַׁלֹּ֨ותָ֙ גֹּויִ֣ם רַבִּ֔ים ,XQtl,qtl,SubAdv,Q,יֹ֥שְׁבֵי בָֽהּ׃ פ ,Ptcp,ptcp,SubMod,Q
302647,יָעַ֥צְתָּ בֹּ֖שֶׁת לְבֵיתֶ֑ךָ ,ZQt0,qtl,Main,Q,וְכָפִ֖יס מֵעֵ֥ץ יַעֲנֶֽנָּה׃ פ ,WXYq,yqtl,Main,Q
302652,כִּי־אֶ֖בֶן מִקִּ֣יר תִּזְעָ֑ק ,XYqt,yqtl,SubAdv,Q,,,,,
302671,הִנֵּ֔ה מֵאֵ֖ת יְהוָ֣ה צְבָאֹ֑ות ,NmCl,Ø,Main,Q,וּלְאֻמִּ֖ים בְּדֵי־רִ֥יק יִעָֽפוּ׃ ,WXYq,yqtl,Main,Q
302681,וְיִֽיגְע֤וּ עַמִּים֙ בְּדֵי־אֵ֔שׁ ,WYqX,yqtl,Main,Q,,,,,
