bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
299986,Micah 2:11,Micah,Twelve,Prophets,,prophetic,Q,הֹלֵ֥ךְ,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,--,לוּ־אִ֞ישׁ הֹלֵ֥ךְ ,לוּ־אִ֞ישׁ הֹלֵ֥ךְ ,לוּ־אִ֞ישׁ הֹלֵ֥ךְ ר֨וּחַ֙ וָשֶׁ֣קֶר כִּזֵּ֔ב ,Q,Ptcp,Ø,SubAdv,0,_LW_>JC/_,_conj_subs_,_LW_,Mic 2:11,Mic. 2:11,0,,0,,,0
300068,Micah 3:2,Micah,Twelve,Prophets,,prophetic,Q,שֹׂ֥נְאֵי,שׂנאי,שׂנא,FN>[,hate,ptcp,qal,unknown,m,pl,d-,שֹׂ֥נְאֵי טֹ֖וב ,שֹׂ֥נְאֵי טֹ֖וב ,הֲלֹ֣וא לָכֶ֔ם לָדַ֖עַת אֶת־הַמִּשְׁפָּֽט׃ שֹׂ֥נְאֵי טֹ֖וב וְאֹ֣הֲבֵי רָ֑ע גֹּזְלֵ֤י עֹורָם֙ מֵֽעֲלֵיהֶ֔ם וּשְׁאֵרָ֖ם מֵעַ֥ל עַצְמֹותָֽם׃ וַאֲשֶׁ֣ר אָכְלוּ֮ שְׁאֵ֣ר עַמִּי֒ וְעֹורָם֙ מֵעֲלֵיהֶ֣ם הִפְשִׁ֔יטוּ וְאֶת־עַצְמֹֽתֵיהֶ֖ם פִּצֵּ֑חוּ וּפָרְשׂוּ֙ כַּאֲשֶׁ֣ר בַּסִּ֔יר וּכְבָשָׂ֖ר בְּתֹ֥וךְ קַלָּֽחַת׃ ,NQ,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Mic 3:2,Mic. 3:2,1,VO,0,,,0
300071,Micah 3:2,Micah,Twelve,Prophets,,prophetic,Q,אֹ֣הֲבֵי,אהבי,אהב,>HB[,love,ptcp,qal,unknown,m,pl,d-,וְאֹ֣הֲבֵי רָ֑ע ,וְאֹ֣הֲבֵי רָ֑ע ,הֲלֹ֣וא לָכֶ֔ם לָדַ֖עַת אֶת־הַמִּשְׁפָּֽט׃ שֹׂ֥נְאֵי טֹ֖וב וְאֹ֣הֲבֵי רָ֑ע גֹּזְלֵ֤י עֹורָם֙ מֵֽעֲלֵיהֶ֔ם וּשְׁאֵרָ֖ם מֵעַ֥ל עַצְמֹותָֽם׃ וַאֲשֶׁ֣ר אָכְלוּ֮ שְׁאֵ֣ר עַמִּי֒ וְעֹורָם֙ מֵעֲלֵיהֶ֣ם הִפְשִׁ֔יטוּ וְאֶת־עַצְמֹֽתֵיהֶ֖ם פִּצֵּ֑חוּ וּפָרְשׂוּ֙ כַּאֲשֶׁ֣ר בַּסִּ֔יר וּכְבָשָׂ֖ר בְּתֹ֥וךְ קַלָּֽחַת׃ ,NQ,Ptcp,W,Main,0,_W_,_conj_,_W_,Mic 3:2,Mic. 3:2,1,VO,0,,,0
300073,Micah 3:2,Micah,Twelve,Prophets,,prophetic,Q,גֹּזְלֵ֤י,גזלי,גזל,GZL[,tear away,ptcp,qal,unknown,m,pl,dc,גֹּזְלֵ֤י עֹורָם֙ מֵֽעֲלֵיהֶ֔ם ,גֹּזְלֵ֤י עֹורָם֙ מֵֽעֲלֵיהֶ֔ם ,הֲלֹ֣וא לָכֶ֔ם לָדַ֖עַת אֶת־הַמִּשְׁפָּֽט׃ שֹׂ֥נְאֵי טֹ֖וב וְאֹ֣הֲבֵי רָ֑ע גֹּזְלֵ֤י עֹורָם֙ מֵֽעֲלֵיהֶ֔ם וּשְׁאֵרָ֖ם מֵעַ֥ל עַצְמֹותָֽם׃ וַאֲשֶׁ֣ר אָכְלוּ֮ שְׁאֵ֣ר עַמִּי֒ וְעֹורָם֙ מֵעֲלֵיהֶ֣ם הִפְשִׁ֔יטוּ וְאֶת־עַצְמֹֽתֵיהֶ֖ם פִּצֵּ֑חוּ וּפָרְשׂוּ֙ כַּאֲשֶׁ֣ר בַּסִּ֔יר וּכְבָשָׂ֖ר בְּתֹ֥וךְ קַלָּֽחַת׃ ,NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Mic 3:2,Mic. 3:2,1,VO,0,,,0
300137,Micah 3:5,Micah,Twelve,Prophets,,prophetic,Q,מַּתְעִ֣ים,מתעים,תעה,T<H[,err,ptcp,hif,unknown,m,pl,,הַמַּתְעִ֣ים אֶת־עַמִּ֑י ,הַמַּתְעִ֣ים אֶת־עַמִּ֑י ,כֹּ֚ה אָמַ֣ר יְהוָ֔ה עַל־הַנְּבִיאִ֖ים הַמַּתְעִ֣ים אֶת־עַמִּ֑י הַנֹּשְׁכִ֤ים בְּשִׁנֵּיהֶם֙ ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Mic 3:5,Mic. 3:5,1,VO,0,,,0
300141,Micah 3:5,Micah,Twelve,Prophets,,prophetic,Q,נֹּשְׁכִ֤ים,נשׁכים,נשׁך,NCK[,bite,ptcp,qal,unknown,m,pl,--,הַנֹּשְׁכִ֤ים בְּשִׁנֵּיהֶם֙ ,הַנֹּשְׁכִ֤ים בְּשִׁנֵּיהֶם֙ ,כֹּ֚ה אָמַ֣ר יְהוָ֔ה עַל־הַנְּבִיאִ֖ים הַמַּתְעִ֣ים אֶת־עַמִּ֑י הַנֹּשְׁכִ֤ים בְּשִׁנֵּיהֶם֙ ,NQ,Ptcp,Ø,SubAdv,0,_H_,_conj_,_H_,Mic 3:5,Mic. 3:5,0,,0,,,0
300228,Micah 3:9,Micah,Twelve,Prophets,,prophetic,Q,מֲתַעֲבִ֣ים,מתעבים,תעב,T<B[,be abhorrent,ptcp,piel,unknown,m,pl,,הַֽמֲתַעֲבִ֣ים מִשְׁפָּ֔ט ,הַֽמֲתַעֲבִ֣ים מִשְׁפָּ֔ט ,רָאשֵׁי֙ בֵּ֣ית יַעֲקֹ֔ב וּקְצִינֵ֖י בֵּ֣ית יִשְׂרָאֵ֑ל הַֽמֲתַעֲבִ֣ים מִשְׁפָּ֔ט ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Mic 3:9,Mic. 3:9,1,VO,0,,,0
300236,Micah 3:10,Micah,Twelve,Prophets,,prophetic,Q,בֹּנֶ֥ה,בנה,בנה,BNH[,build,ptcp,qal,unknown,m,sg,d-,בֹּנֶ֥ה צִיֹּ֖ון בְּדָמִ֑ים ,בֹּנֶ֥ה צִיֹּ֖ון בְּדָמִ֑ים ,בֹּנֶ֥ה צִיֹּ֖ון בְּדָמִ֑ים וִירוּשָׁלִַ֖ם בְּעַוְלָֽה׃ ,NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Mic 3:10,Mic. 3:10,1,VO,0,,,0
300300,Micah 4:1,Micah,Twelve,Prophets,,prophetic,?,נָכֹון֙,נכון,כון,KWN[,be firm,ptcp,nif,unknown,m,sg,,יִ֠הְיֶה הַ֣ר בֵּית־יְהוָ֤ה נָכֹון֙ בְּרֹ֣אשׁ הֶהָרִ֔ים ,יִ֠הְיֶה הַ֣ר בֵּית־יְהוָ֤ה נָכֹון֙ בְּרֹ֣אשׁ הֶהָרִ֔ים ,יִ֠הְיֶה הַ֣ר בֵּית־יְהוָ֤ה נָכֹון֙ בְּרֹ֣אשׁ הֶהָרִ֔ים ,?,ZYqX,Ø,Main,0,_HJH[_HR/_BJT/_JHWH/_,_verb_subs_subs_nmpr_,Ø,Mic 4:1,Mic. 4:1,0,,0,,,0
300306,Micah 4:1,Micah,Twelve,Prophets,,prophetic,?,נִשָּׂ֥א,נשׂא,נשׂא,NF>[,lift,ptcp,nif,unknown,m,sg,,וְנִשָּׂ֥א ה֖וּא מִגְּבָעֹ֑ות ,וְנִשָּׂ֥א ה֖וּא מִגְּבָעֹ֑ות ,וְנִשָּׂ֥א ה֖וּא מִגְּבָעֹ֑ות ,?,Ptcp,W,Main,0,_W_,_conj_,_W_,Mic 4:1,Mic. 4:1,0,,0,,,0
300391,Micah 4:4,Micah,Twelve,Prophets,,prophetic,?,מַחֲרִ֑יד,מחריד,חרד,XRD[,tremble,ptcp,hif,unknown,m,sg,,וְאֵ֣ין מַחֲרִ֑יד ,וְאֵ֣ין מַחֲרִ֑יד ,וְאֵ֣ין מַחֲרִ֑יד ,?,Ptcp,Wx,Main,0,_W_>JN/_,_conj_nega_,_W_>JN/_,Mic 4:4,Mic. 4:4,0,,0,,,0
300468,Micah 4:8,Micah,Twelve,Prophets,,prophetic,Q,בָאָ֗ה,באה,בוא,BW>[,come,ptcp,qal,unknown,f,sg,--,וּבָאָ֗ה הַמֶּמְשָׁלָה֙ הָרִ֣אשֹׁנָ֔ה ,וּבָאָ֗ה הַמֶּמְשָׁלָה֙ הָרִ֣אשֹׁנָ֔ה ,וְאַתָּ֣ה עָדֶ֣יךָ תֵּאתֶ֑ה וּבָאָ֗ה הַמֶּמְשָׁלָה֙ הָרִ֣אשֹׁנָ֔ה מַמְלֶ֖כֶת לְבַ֥ת־יְרוּשָׁלִָֽם׃ ,?Q,Ptcp,W,Main,0,_W_,_conj_,_W_,Mic 4:8,Mic. 4:8,0,,0,,,0
300531,Micah 4:11,Micah,Twelve,Prophets,,prophetic,Q,אֹמְרִ֣ים,אמרים,אמר,>MR[,say,ptcp,qal,unknown,m,pl,--,הָאֹמְרִ֣ים ,הָאֹמְרִ֣ים ,וְעַתָּ֛ה נֶאֶסְפ֥וּ עָלַ֖יִךְ גֹּויִ֣ם רַבִּ֑ים הָאֹמְרִ֣ים ,?Q,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Mic 4:11,Mic. 4:11,1,VO?,0,,,0
300766,Micah 5:7,Micah,Twelve,Prophets,,prophetic,Q,מַצִּֽיל,מציל,נצל,NYL[,deliver,ptcp,hif,unknown,m,sg,,וְאֵ֥ין מַצִּֽיל׃ ,וְאֵ֥ין מַצִּֽיל׃ ,וְאֵ֥ין מַצִּֽיל׃ ,Q,Ptcp,Wx,Main,0,_W_>JN/_,_conj_nega_,_W_>JN/_,Mic 5:7,Mic. 5:7,0,,0,,,0
300851,Micah 6:1,Micah,Twelve,Prophets,,prophetic,Q,אֹמֵ֑ר,אמר,אמר,>MR[,say,ptcp,qal,unknown,m,sg,--,אֵ֥ת אֲשֶׁר־יְהוָ֖ה אֹמֵ֑ר ,אֵ֥ת אֲשֶׁר־יְהוָ֖ה אֹמֵ֑ר ,שִׁמְעוּ־נָ֕א אֵ֥ת אֲשֶׁר־יְהוָ֖ה אֹמֵ֑ר ,Q,Ptcp,Ø,SubArg,0,_>T_>CR_JHWH/_,_prep_conj_nmpr_,_>T_>CR_,Mic 6:1,Mic. 6:1,0,,0,,,0
300977,Micah 6:8,Micah,Twelve,Prophets,,prophetic,Q,דֹּורֵ֣שׁ,דורשׁ,דרשׁ,DRC[,inquire,ptcp,qal,unknown,m,sg,dc,וּמָֽה־יְהוָ֞ה דֹּורֵ֣שׁ מִמְּךָ֗ ,וּמָֽה־יְהוָ֞ה דֹּורֵ֣שׁ מִמְּךָ֗ ,הִגִּ֥יד לְךָ֛ אָדָ֖ם מַה־טֹּ֑וב וּמָֽה־יְהוָ֞ה דֹּורֵ֣שׁ מִמְּךָ֗ כִּ֣י אִם־עֲשֹׂ֤ות מִשְׁפָּט֙ וְאַ֣הֲבַת חֶ֔סֶד וְהַצְנֵ֥עַ לֶ֖כֶת עִם־אֱלֹהֶֽיךָ׃ פ ,Q,Ptcp,Wx,Main,1,_W_MH_JHWH/_,_conj_prin_nmpr_,_W_MH_,Mic 6:8,Mic. 6:8,1,OV,0,,,0
301016,Micah 6:10,Micah,Twelve,Prophets,,prophetic,Q,זְעוּמָֽה,זעומה,זעם,Z<M[,curse,ptcp,qal,unknown,f,sg,--,זְעוּמָֽה׃ ,זְעוּמָֽה׃ ,הַאִשׁ֙ בֵּ֣ית רָשָׁ֔ע אֹצְרֹ֖ות רֶ֑שַׁע וְאֵיפַ֥ת רָזֹ֖ון זְעוּמָֽה׃ ,QQ,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Mic 6:10,Mic. 6:10,0,,0,,,0
301158,Micah 7:3,Micah,Twelve,Prophets,,prophetic,Q,שֹׁאֵ֔ל,שׁאל,שׁאל,C>L[,ask,ptcp,qal,unknown,m,sg,--,הַשַּׂ֣ר שֹׁאֵ֔ל ,הַשַּׂ֣ר שֹׁאֵ֔ל ,הַשַּׂ֣ר שֹׁאֵ֔ל ,Q,Ptcp,Ø,Main,0,_H_FR/_,_art_subs_,Ø,Mic 7:3,Mic. 7:3,0,,0,,,0
301168,Micah 7:3,Micah,Twelve,Prophets,,prophetic,Q,דֹּבֵ֨ר,דבר,דבר,DBR[,speak,ptcp,qal,unknown,m,sg,d-,דֹּבֵ֨ר הַוַּ֥ת נַפְשֹׁ֛ו ה֖וּא ,דֹּבֵ֨ר הַוַּ֥ת נַפְשֹׁ֛ו ה֖וּא ,וְהַגָּדֹ֗ול דֹּבֵ֨ר הַוַּ֥ת נַפְשֹׁ֛ו ה֖וּא ,Q,Ptcp,Ø,Main,0,Ø,Ø,Ø,Mic 7:3,Mic. 7:3,1,VO,0,,,0
301203,Micah 7:6,Micah,Twelve,Prophets,,prophetic,Q,מְנַבֵּ֣ל,מנבל,נבל,NBL[,wither,ptcp,piel,unknown,m,sg,,כִּֽי־בֵן֙ מְנַבֵּ֣ל אָ֔ב ,כִּֽי־בֵן֙ מְנַבֵּ֣ל אָ֔ב ,כִּֽי־בֵן֙ מְנַבֵּ֣ל אָ֔ב ,Q,Ptcp,Ø,SubAdv,0,_KJ_BN/_,_conj_subs_,_KJ_,Mic 7:6,Mic. 7:6,1,VO,0,,,0
301206,Micah 7:6,Micah,Twelve,Prophets,,prophetic,Q,קָמָ֣ה,קמה,קום,QWM[,arise,ptcp,qal,unknown,f,sg,-p,בַּ֚ת קָמָ֣ה בְאִמָּ֔הּ ,בַּ֚ת קָמָ֣ה בְאִמָּ֔הּ ,בַּ֚ת קָמָ֣ה בְאִמָּ֔הּ כַּלָּ֖ה בַּחֲמֹתָ֑הּ ,Q,Ptcp,Ø,Main,0,_BT/_,_subs_,Ø,Mic 7:6,Mic. 7:6,0,,0,,,0
301269,Micah 7:10,Micah,Twelve,Prophets,,prophetic,Q,אֹמְרָ֣ה,אמרה,אמר,>MR[,say,ptcp,qal,unknown,f,sg,-i,הָאֹמְרָ֣ה אֵלַ֔י ,הָאֹמְרָ֣ה אֵלַ֔י ,וְתֵרֶ֤א אֹיַ֨בְתִּי֙ הָאֹמְרָ֣ה אֵלַ֔י ,Q,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Mic 7:10,Mic. 7:10,1,VO?,0,,,0
301336,Micah 7:14,Micah,Twelve,Prophets,,prophetic,Q,שֹׁכְנִ֣י,שׁכני,שׁכן,CKN[,dwell,ptcp,qal,unknown,m,sg,-p,שֹׁכְנִ֣י לְבָדָ֔ד יַ֖עַר בְּתֹ֣וךְ כַּרְמֶ֑ל ,שֹׁכְנִ֣י לְבָדָ֔ד יַ֖עַר בְּתֹ֣וךְ כַּרְמֶ֑ל ,רְעֵ֧ה עַמְּךָ֣ בְשִׁבְטֶ֗ךָ צֹ֚אן נַֽחֲלָתֶ֔ךָ שֹׁכְנִ֣י לְבָדָ֔ד יַ֖עַר בְּתֹ֣וךְ כַּרְמֶ֑ל ,Q,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Mic 7:14,Mic. 7:14,0,,1,PP,KRML/,0
301392,Micah 7:18,Micah,Twelve,Prophets,,prophetic,Q,נֹשֵׂ֤א,נשׂא,נשׂא,NF>[,lift,ptcp,qal,unknown,m,sg,d-,נֹשֵׂ֤א עָוֹן֙ ,נֹשֵׂ֤א עָוֹן֙ ,מִי־אֵ֣ל כָּמֹ֗וךָ נֹשֵׂ֤א עָוֹן֙ וְעֹבֵ֣ר עַל־פֶּ֔שַׁע לִשְׁאֵרִ֖ית נַחֲלָתֹ֑ו ,Q,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Mic 7:18,Mic. 7:18,1,VO,0,,,0
301395,Micah 7:18,Micah,Twelve,Prophets,,prophetic,Q,עֹבֵ֣ר,עבר,עבר,<BR[,pass,ptcp,qal,unknown,m,sg,-c,וְעֹבֵ֣ר עַל־פֶּ֔שַׁע לִשְׁאֵרִ֖ית נַחֲלָתֹ֑ו ,וְעֹבֵ֣ר עַל־פֶּ֔שַׁע לִשְׁאֵרִ֖ית נַחֲלָתֹ֑ו ,מִי־אֵ֣ל כָּמֹ֗וךָ נֹשֵׂ֤א עָוֹן֙ וְעֹבֵ֣ר עַל־פֶּ֔שַׁע לִשְׁאֵרִ֖ית נַחֲלָתֹ֑ו ,Q,Ptcp,W,Main,0,_W_,_conj_,_W_,Mic 7:18,Mic. 7:18,0,,0,,,0
301407,Micah 7:18,Micah,Twelve,Prophets,,prophetic,Q,חָפֵ֥ץ,חפץ,חפץ,XPY[,desire,ptcp,qal,unknown,m,sg,d-,כִּֽי־חָפֵ֥ץ חֶ֖סֶד הֽוּא׃ ,כִּֽי־חָפֵ֥ץ חֶ֖סֶד הֽוּא׃ ,כִּֽי־חָפֵ֥ץ חֶ֖סֶד הֽוּא׃ ,Q,Ptcp,Ø,SubAdv,0,_KJ_,_conj_,_KJ_,Mic 7:18,Mic. 7:18,1,VO,0,,,0
301452,Nahum 1:2,Nahum,Twelve,Prophets,,prophetic,?,נֹקֵ֤ם,נקם,נקם,NQM[,avenge,ptcp,qal,unknown,m,sg,--,נֹקֵ֤ם יְהוָה֙ לְצָרָ֔יו ,נֹקֵ֤ם יְהוָה֙ לְצָרָ֔יו ,נֹקֵ֤ם יְהוָה֙ לְצָרָ֔יו ,?,Ptcp,Ø,Main,0,Ø,Ø,Ø,Nah 1:2,Nah. 1:2,0,,0,,,0
301457,Nahum 1:2,Nahum,Twelve,Prophets,,prophetic,?,נֹוטֵ֥ר,נוטר,נטר,NVR=[,be angry,ptcp,qal,unknown,m,sg,--,וְנֹוטֵ֥ר ה֖וּא לְאֹיְבָֽיו׃ ,וְנֹוטֵ֥ר ה֖וּא לְאֹיְבָֽיו׃ ,וְנֹוטֵ֥ר ה֖וּא לְאֹיְבָֽיו׃ ,?,Ptcp,W,Main,0,_W_,_conj_,_W_,Nah 1:2,Nah. 1:2,0,,0,,,0
301482,Nahum 1:4,Nahum,Twelve,Prophets,,prophetic,?,גֹּועֵ֤ר,גוער,גער,G<R[,rebuke,ptcp,qal,unknown,m,sg,-p,גֹּועֵ֤ר בַּיָּם֙ ,גֹּועֵ֤ר בַּיָּם֙ ,גֹּועֵ֤ר בַּיָּם֙ ,?,Ptcp,Ø,Main,0,Ø,Ø,Ø,Nah 1:4,Nah. 1:4,0,,0,,,0
301518,Nahum 1:5,Nahum,Twelve,Prophets,,prophetic,N,יֹ֥שְׁבֵי,ישׁבי,ישׁב,JCB[,sit,ptcp,qal,unknown,m,pl,-p,יֹ֥שְׁבֵי בָֽהּ׃ ,יֹ֥שְׁבֵי בָֽהּ׃ ,וַתִּשָּׂ֤א הָאָ֨רֶץ֙ מִפָּנָ֔יו וְתֵבֵ֖ל וְכָל־יֹ֥שְׁבֵי בָֽהּ׃ ,?N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Nah 1:5,Nah. 1:5,0,,0,,,0
301549,Nahum 1:7,Nahum,Twelve,Prophets,,prophetic,?,יֹדֵ֖עַ,ידע,ידע,JD<[,know,ptcp,qal,unknown,m,sg,d-,וְיֹדֵ֖עַ ,וְיֹדֵ֖עַ ,וְיֹדֵ֖עַ חֹ֥סֵי בֹֽו׃ ,?,Ptcp,W,Main,0,_W_,_conj_,_W_,Nah 1:7,Nah. 1:7,0,,0,,,0
301550,Nahum 1:7,Nahum,Twelve,Prophets,,prophetic,?,חֹ֥סֵי,חסי,חסה,XSH[,seek refuge,ptcp,qal,unknown,m,pl,-p,חֹ֥סֵי בֹֽו׃ ,חֹ֥סֵי בֹֽו׃ ,וְיֹדֵ֖עַ חֹ֥סֵי בֹֽו׃ ,?,Ptcp,Ø,SubArg,0,Ø,Ø,Ø,Nah 1:7,Nah. 1:7,0,,0,,,0
301569,Nahum 1:9,Nahum,Twelve,Prophets,,prophetic,Q,עֹשֶׂ֑ה,עשׂה,עשׂה,<FH[,make,ptcp,qal,unknown,m,sg,d-,כָּלָ֖ה ה֣וּא עֹשֶׂ֑ה ,כָּלָ֖ה ה֣וּא עֹשֶׂ֑ה ,כָּלָ֖ה ה֣וּא עֹשֶׂ֑ה ,Q,Ptcp,Ø,Main,0,_KLH=/_HW>_,_subs_prps_,Ø,Nah 1:9,Nah. 1:9,1,OV,0,,,0
301589,Nahum 1:11,Nahum,Twelve,Prophets,,prophetic,Q,חֹשֵׁ֥ב,חשׁב,חשׁב,XCB[,account,ptcp,qal,unknown,m,sg,dc,חֹשֵׁ֥ב עַל־יְהוָ֖ה רָעָ֑ה ,חֹשֵׁ֥ב עַל־יְהוָ֖ה רָעָ֑ה ,מִמֵּ֣ךְ יָצָ֔א חֹשֵׁ֥ב עַל־יְהוָ֖ה רָעָ֑ה יֹעֵ֖ץ בְּלִיָּֽעַל׃ ס ,Q,Ptcp,Ø,SubArg,0,Ø,Ø,Ø,Nah 1:11,Nah. 1:11,1,VO,0,,,0
301593,Nahum 1:11,Nahum,Twelve,Prophets,,prophetic,Q,יֹעֵ֖ץ,יעץ,יעץ,J<Y[,advise,ptcp,qal,unknown,m,sg,d-,יֹעֵ֖ץ בְּלִיָּֽעַל׃ ס ,יֹעֵ֖ץ בְּלִיָּֽעַל׃ ס ,מִמֵּ֣ךְ יָצָ֔א חֹשֵׁ֥ב עַל־יְהוָ֖ה רָעָ֑ה יֹעֵ֖ץ בְּלִיָּֽעַל׃ ס ,Q,Ptcp,Ø,Main,0,Ø,Ø,Ø,Nah 1:11,Nah. 1:11,1,VO,0,,,0
301648,Nahum 2:1,Nahum,Twelve,Prophets,,prophetic,?,מַשְׁמִ֣יעַ,משׁמיע,שׁמע,CM<[,hear,ptcp,hif,unknown,m,sg,,מַשְׁמִ֣יעַ שָׁלֹ֔ום ,מַשְׁמִ֣יעַ שָׁלֹ֔ום ,הִנֵּ֨ה עַל־הֶהָרִ֜ים רַגְלֵ֤י מְבַשֵּׂר֙ מַשְׁמִ֣יעַ שָׁלֹ֔ום ,?,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Nah 2:1,Nah. 2:1,1,VO,0,,,0
301695,Nahum 2:4,Nahum,Twelve,Prophets,,prophetic,Q,מְאָדָּ֗ם,מאדם,אדם,>DM[,be ruddy,ptcp,pual,unknown,m,sg,,מָגֵ֨ן גִּבֹּרֵ֜יהוּ מְאָדָּ֗ם ,מָגֵ֨ן גִּבֹּרֵ֜יהוּ מְאָדָּ֗ם ,מָגֵ֨ן גִּבֹּרֵ֜יהוּ מְאָדָּ֗ם ,?Q,Ptcp,Ø,Main,0,_MGN/_GBWR/_,_subs_subs_,Ø,Nah 2:4,Nah. 2:4,0,,0,,,0
301698,Nahum 2:4,Nahum,Twelve,Prophets,,prophetic,Q,מְתֻלָּעִ֔ים,מתלעים,תלע,TL<[,wrap in scarlet,ptcp,pual,unknown,m,pl,,אַנְשֵׁי־חַ֨יִל֙ מְתֻלָּעִ֔ים ,אַנְשֵׁי־חַ֨יִל֙ מְתֻלָּעִ֔ים ,אַנְשֵׁי־חַ֨יִל֙ מְתֻלָּעִ֔ים ,?Q,Ptcp,Ø,Main,0,_>JC/_XJL/_,_subs_subs_,Ø,Nah 2:4,Nah. 2:4,0,,0,,,0
301754,Nahum 2:8,Nahum,Twelve,Prophets,,prophetic,Q,מְנַֽהֲגֹות֙,מנהגות,נהג,NHG=[,moan,ptcp,piel,unknown,f,pl,,וְאַמְהֹתֶ֗יהָ מְנַֽהֲגֹות֙ כְּקֹ֣ול יֹונִ֔ים ,וְאַמְהֹתֶ֗יהָ מְנַֽהֲגֹות֙ כְּקֹ֣ול יֹונִ֔ים ,וְאַמְהֹתֶ֗יהָ מְנַֽהֲגֹות֙ כְּקֹ֣ול יֹונִ֔ים ,?Q,Ptcp,Wx,Main,0,_W_>MH/_,_conj_subs_,_W_,Nah 2:8,Nah. 2:8,0,,0,,,0
301758,Nahum 2:8,Nahum,Twelve,Prophets,,prophetic,Q,מְתֹפְפֹ֖ת,מתפפת,תפף,TPP[,beat,ptcp,piel,unknown,f,pl,,מְתֹפְפֹ֖ת עַל־לִבְבֵהֶֽן׃ ,מְתֹפְפֹ֖ת עַל־לִבְבֵהֶֽן׃ ,מְתֹפְפֹ֖ת עַל־לִבְבֵהֶֽן׃ ,?Q,Ptcp,Ø,Main,0,Ø,Ø,Ø,Nah 2:8,Nah. 2:8,0,,0,,,0
301771,Nahum 2:9,Nahum,Twelve,Prophets,,prophetic,Q,נָסִ֔ים,נסים,נוס,NWS[,flee,ptcp,qal,unknown,m,pl,--,וְהֵ֣מָּה נָסִ֔ים ,וְהֵ֣מָּה נָסִ֔ים ,וְהֵ֣מָּה נָסִ֔ים ,?Q,Ptcp,Wx,Main,0,_W_HMH_,_conj_prps_,_W_,Nah 2:9,Nah. 2:9,0,,0,,,0
301776,Nahum 2:9,Nahum,Twelve,Prophets,,prophetic,Q,מַפְנֶֽה,מפנה,פנה,PNH[,turn,ptcp,hif,unknown,m,sg,,וְאֵ֥ין מַפְנֶֽה׃ ,וְאֵ֥ין מַפְנֶֽה׃ ,וְאֵ֥ין מַפְנֶֽה׃ ,?Q,Ptcp,Wx,Main,0,_W_>JN/_,_conj_nega_,_W_>JN/_,Nah 2:9,Nah. 2:9,0,,0,,,0
301831,Nahum 2:12,Nahum,Twelve,Prophets,,prophetic,Q,מַחֲרִֽיד,מחריד,חרד,XRD[,tremble,ptcp,hif,unknown,m,sg,,וְאֵ֥ין מַחֲרִֽיד׃ ,וְאֵ֥ין מַחֲרִֽיד׃ ,וְאֵ֥ין מַחֲרִֽיד׃ ,?Q,Ptcp,Wx,Main,0,_W_>JN/_,_conj_nega_,_W_>JN/_,Nah 2:12,Nah. 2:12,0,,0,,,0
301833,Nahum 2:13,Nahum,Twelve,Prophets,,prophetic,Q,טֹרֵף֙,טרף,טרף,VRP[,tear,ptcp,qal,unknown,m,sg,-p,אַרְיֵ֤ה טֹרֵף֙ בְּדֵ֣י גֹֽרֹותָ֔יו ,אַרְיֵ֤ה טֹרֵף֙ בְּדֵ֣י גֹֽרֹותָ֔יו ,אַרְיֵ֤ה טֹרֵף֙ בְּדֵ֣י גֹֽרֹותָ֔יו וּמְחַנֵּ֖ק לְלִבְאֹתָ֑יו ,?Q,Ptcp,Ø,Main,0,_>RJH/_,_subs_,Ø,Nah 2:13,Nah. 2:13,0,,0,,,0
301838,Nahum 2:13,Nahum,Twelve,Prophets,,prophetic,Q,מְחַנֵּ֖ק,מחנק,חנק,XNQ[,strangle,ptcp,piel,unknown,m,sg,,וּמְחַנֵּ֖ק לְלִבְאֹתָ֑יו ,וּמְחַנֵּ֖ק לְלִבְאֹתָ֑יו ,אַרְיֵ֤ה טֹרֵף֙ בְּדֵ֣י גֹֽרֹותָ֔יו וּמְחַנֵּ֖ק לְלִבְאֹתָ֑יו ,?Q,Ptcp,W,Main,0,_W_,_conj_,_W_,Nah 2:13,Nah. 2:13,0,,0,,,0
