bhsa_node,mother_cl,mother_cl_atom,mother_clause,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,daught_cl,daught_cl_atom,daught_clause,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex
270850,481373.0,571087.0,וְנִחַמְתֶּ֗ם עַל־הָֽרָעָה֙ ,Main,Q,wqtl,WQt0,p2,NXM[,481375.0,571089.0,אֲשֶׁ֥ר הֵבֵ֖אתִי עָלֶֽיהָ׃ ,SubMod,Q,qtl,xQt0,p1,BW>[
270856,481374.0,571088.0,אֲשֶׁ֤ר הֵבֵ֨אתִי֙ עַל־יְר֣וּשָׁלִַ֔ם אֵ֛ת כָּל־,SubMod,Q,qtl,xQt0,p1,BW>[,,,,,,,,,
270873,481378.0,571092.0,וִֽידַעְתֶּ֗ם ,Main,Q,wqtl,WQt0,p2,JD<[,481380.0,571094.0,אֲשֶׁר־עָשִׂ֣יתִי בָ֔הּ ,SubMod,Q,qtl,xQt0,p1,<FH[
270877,481379.0,571093.0,כִּי֩ לֹ֨א חִנָּ֤ם עָשִׂ֨יתִי֙ אֵ֣ת כָּל־,SubArg,Q,qtl,xQt0,p1,<FH[,,,,,,,,,
270902,481385.0,571099.0,מַה־יִּֽהְיֶ֥ה עֵץ־הַגֶּ֖פֶן מִכָּל־עֵ֑ץ הַזְּמֹורָ֕ה ,Main,Q,yqtl,xYqX,p3,HJH[,,,,,,,,,
270928,481385.0,571099.0,מַה־יִּֽהְיֶ֥ה עֵץ־הַגֶּ֖פֶן מִכָּל־עֵ֑ץ הַזְּמֹורָ֕ה ,Main,Q,yqtl,xYqX,p3,HJH[,481392.0,571106.0,אֵת֩ שְׁנֵ֨י קְצֹותָ֜יו אָכְלָ֤ה הָאֵשׁ֙ ,Main,Q,qtl,xQtX,p3,>KL[
270934,481391.0,571105.0,הִנֵּ֥ה לָאֵ֖שׁ נִתַּ֣ן לְאָכְלָ֑ה ,Main,Q,qtl,xQt0,p3,NTN[,481393.0,571107.0,וְתֹוכֹ֣ו נָחָ֔ר ,Main,Q,qtl,WXQt,p3,XRR[
270939,481392.0,571106.0,אֵת֩ שְׁנֵ֨י קְצֹותָ֜יו אָכְלָ֤ה הָאֵשׁ֙ ,Main,Q,qtl,xQtX,p3,>KL[,,,,,,,,,
270955,481397.0,571112.0,אַ֣ף ,Main,Q,Ø,NmCl,,,481399.0,571114.0,וַיֵּחָ֔ר ,Main,Q,wayq,Way0,p3,XRR[
270965,481401.0,571116.0,לָכֵ֗ן ,Main,Q,Ø,MSyn,,,481403.0,571118.0,כַּאֲשֶׁ֤ר עֵץ־הַגֶּ֨פֶן֙ בְּעֵ֣ץ הַיַּ֔עַר ,Main,Q,Ø,CPen,,
270978,481403.0,571118.0,כַּאֲשֶׁ֤ר עֵץ־הַגֶּ֨פֶן֙ בְּעֵ֣ץ הַיַּ֔עַר ,Main,Q,Ø,CPen,,,,,,,,,,,
270985,481403.0,571118.0,כַּאֲשֶׁ֤ר עֵץ־הַגֶּ֨פֶן֙ בְּעֵ֣ץ הַיַּ֔עַר ,Main,Q,Ø,CPen,,,481406.0,571121.0,וְנָתַתִּ֤י אֶת־פָּנַי֙ בָּהֶ֔ם ,Main,Q,wqtl,WQt0,p1,NTN[
270997,481405.0,571120.0,כֵּ֣ן נָתַ֔תִּי אֶת־יֹשְׁבֵ֖י יְרוּשָׁלִָֽם׃ ,Main,Q,qtl,xQt0,p1,NTN[,481408.0,571123.0,וְהָאֵ֖שׁ תֹּֽאכְלֵ֑ם ,Main,Q,yqtl,WXYq,p3,>KL[
271019,481412.0,571127.0,וְנָתַתִּ֥י אֶת־הָאָ֖רֶץ שְׁמָמָ֑ה ,Main,Q,wqtl,WQt0,p1,NTN[,481414.0,571129.0,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ פ ,Main,Q,Ø,NmCl,,
271041,481419.0,571134.0,וְאָמַרְתָּ֞ ,Main,Q,wqtl,WQt0,p2,>MR[,481421.0,571136.0,מְכֹרֹתַ֨יִךְ֙ וּמֹ֣לְדֹתַ֔יִךְ מֵאֶ֖רֶץ הַֽכְּנַעֲנִ֑י ,Main,Q,Ø,NmCl,,
271066,481425.0,571140.0,בְּיֹ֨ום ,Main,Q,Ø,Defc,,,,,,,,,,,
271072,481425.0,571140.0,בְּיֹ֨ום ,Main,Q,Ø,Defc,,,481428.0,571144.0,וְהָמְלֵ֨חַ֙ לֹ֣א הֻמְלַ֔חַתְּ ,Main,Q,qtl,WxQ0,p2,MLX[
271078,481427.0,571143.0,וּבְמַ֥יִם לֹֽא־רֻחַ֖צְתְּ לְמִשְׁעִ֑י ,Main,Q,qtl,WxQ0,p2,RXY[,481429.0,571145.0,וְהָחְתֵּ֖ל לֹ֥א חֻתָּֽלְתְּ׃ ,Main,Q,qtl,WxQ0,p2,XTL[
271082,481428.0,571144.0,וְהָמְלֵ֨חַ֙ לֹ֣א הֻמְלַ֔חַתְּ ,Main,Q,qtl,WxQ0,p2,MLX[,,,,,,,,,
271084,481425.0,571140.0,בְּיֹ֨ום ,Main,Q,Ø,Defc,,,481431.0,571147.0,לַעֲשֹׂ֥ות לָ֛ךְ אַחַ֥ת מֵאֵ֖לֶּה ,SubAdv,Q,infc,InfC,unknown,<FH[
271134,481440.0,571156.0,וָאֹ֥מַר לָ֖ךְ ,Main,Q,wayq,Way0,p1,>MR[,481443.0,571159.0,וַתִּרְבִּי֙ ,Main,Q,wayq,Way0,p2,RBH[
271145,481445.0,571161.0,וַתָּבֹ֖אִי בַּעֲדִ֣י עֲדָיִ֑ים ,Main,Q,wayq,Way0,p2,BW>[,481447.0,571163.0,וּשְׂעָרֵ֣ךְ צִמֵּ֔חַ ,Main,Q,qtl,WXQt,p3,YMX[
271148,481446.0,571162.0,שָׁדַ֤יִם נָכֹ֨נוּ֙ ,Main,Q,qtl,XQtl,p3,KWN[,,,,,,,,,
271257,481471.0,571187.0,וַתַּעְדִּ֞י זָהָ֣ב וָכֶ֗סֶף ,Main,Q,wayq,Way0,p2,<DH[,,,,,,,,,
271282,481477.0,571193.0,כִּ֣י׀ כָּלִ֣יל ה֗וּא בַּֽהֲדָרִי֙ ,SubAdv,Q,Ø,AjCl,,,481479.0,571195.0,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ,Main,Q,Ø,MSyn,,
271331,481489.0,571205.0,וַתִּקְחִ֞י כְּלֵ֣י תִפְאַרְתֵּ֗ךְ מִזְּהָבִ֤י וּמִכַּסְפִּי֙ ,Main,Q,wayq,Way0,p2,LQX[,481491.0,571207.0,וַתַּעֲשִׂי־לָ֖ךְ צַלְמֵ֣י זָכָ֑ר ,Main,Q,wayq,Way0,p2,<FH[
271352,481494.0,571210.0,וַתְּכַסִּ֑ים ,Main,Q,wayq,Way0,p2,KSH[,481496.0,571212.0,וְלַחְמִי֩ ,Main,Q,Ø,NmCl,,
271358,481496.0,571212.0,וְלַחְמִי֩ ,Main,Q,Ø,NmCl,,,,,,,,,,,
271365,481496.0,571212.0,וְלַחְמִי֩ ,Main,Q,Ø,NmCl,,,,,,,,,,,
271386,481502.0,571218.0,וַתִּקְחִ֞י אֶת־בָּנַ֤יִךְ וְאֶת־בְּנֹותַ֨יִךְ֙ ,Main,Q,wayq,Way0,p2,LQX[,481504.0,571220.0,וַתִּזְבָּחִ֥ים לָהֶ֖ם ,Main,Q,wayq,Way0,p2,ZBX[
271414,481425.0,571140.0,בְּיֹ֨ום ,Main,Q,Ø,Defc,,,481511.0,571227.0,בִּֽהְיֹותֵךְ֙ עֵרֹ֣ם וְעֶרְיָ֔ה ,SubMod,Q,infc,InfC,unknown,HJH[
271426,481510.0,571226.0,וְאֵ֤ת כָּל־תֹּועֲבֹתַ֨יִךְ֙ וְתַזְנֻתַ֔יִךְ לֹ֥א זָכַ֖רְתְּ אֶת־יְמֵ֣י נְעוּרָ֑יִךְ ,Main,Q,qtl,WxQ0,p2,ZKR[,481513.0,571229.0,וַיְהִ֕י אַחֲרֵ֖י כָּל־רָעָתֵ֑ךְ ,Main,Q,wayq,Way0,p3,HJH[
271453,481517.0,571233.0,וַתַּעֲשִׂי־לָ֥ךְ רָמָ֖ה בְּכָל־רְחֹֽוב׃ ,Main,Q,wayq,Way0,p2,<FH[,,,,,,,,,
271486,481513.0,571229.0,וַיְהִ֕י אַחֲרֵ֖י כָּל־רָעָתֵ֑ךְ ,Main,Q,wayq,Way0,p3,HJH[,481526.0,571242.0,וָאֶגְרַ֖ע חֻקֵּ֑ךְ ,Main,Q,wayq,Way0,p1,GR<[
271517,481530.0,571246.0,וַתִּזְנִ֕ים ,Main,Q,wayq,Way0,p2,ZNH[,,,,,,,,,
271531,481532.0,571248.0,וַתַּרְבִּ֧י אֶת־תַּזְנוּתֵ֛ךְ אֶל־אֶ֥רֶץ כְּנַ֖עַן כַּשְׂדִּ֑ימָה ,Main,Q,wayq,Way0,p2,RBH[,,,,,,,,,
271556,481538.0,571254.0,בִּבְנֹותַ֤יִךְ גַּבֵּךְ֙ בְּרֹ֣אשׁ כָּל־דֶּ֔רֶךְ ,SubAdv,Q,infc,InfC,unknown,BNH[,,,,,,,,,
271562,481534.0,571250.0,מָ֤ה אֲמֻלָה֙ לִבָּתֵ֔ךְ ,Main,Q,Ø,NmCl,,,481541.0,571257.0,לְקַלֵּ֥ס אֶתְנָֽן׃ ,SubAdv,Q,infc,InfC,unknown,QLS[
271585,481542.0,571258.0,הָאִשָּׁ֖ה ,Main,Q,Ø,Defc,,,481546.0,571263.0,וַתִּשְׁחֳדִ֣י אֹותָ֗ם ,Main,Q,wayq,Way0,p2,CXD[
271613,481548.0,571265.0,וַיְהִי־בָ֨ךְ הֵ֤פֶךְ מִן־הַנָּשִׁים֙ בְּתַזְנוּתַ֔יִךְ ,Main,Q,wayq,WayX,p3,HJH[,481550.0,571267.0,וּבְתִתֵּ֣ךְ אֶתְנָ֗ן ,SubAdv,Q,infc,InfC,unknown,NTN[
271621,481550.0,571267.0,וּבְתִתֵּ֣ךְ אֶתְנָ֗ן ,SubAdv,Q,infc,InfC,unknown,NTN[,,,,,,,,,
271633,481555.0,571272.0,שִׁמְעִ֖י דְּבַר־יְהוָֽה׃ פ ,Main,Q,impv,ZIm0,p2,CM<[,481557.0,571274.0,יַ֣עַן הִשָּׁפֵ֤ךְ נְחֻשְׁתֵּךְ֙ ,Main,Q,infc,CPen,unknown,CPK[
271656,481559.0,571276.0,וְכִדְמֵ֣י בָנַ֔יִךְ ,Main,Q,Ø,NmCl,,,,,,,,,,,
271665,481562.0,571279.0,הִנְנִ֨י מְקַבֵּ֤ץ אֶת־כָּל־מְאַהֲבַ֨יִךְ֙ ,Main,Q,ptcp,Ptcp,unknown,QBY[,,,,,,,,,
271671,481564.0,571281.0,וְאֵת֙ כָּל־,Main,Q,Ø,Ellp,,,,,,,,,,,
271675,481564.0,571283.0,עַ֖ל כָּל־,Main,Q,Ø,Defc,,,,,,,,,,,
271783,481557.0,571274.0,יַ֣עַן הִשָּׁפֵ֤ךְ נְחֻשְׁתֵּךְ֙ ,Main,Q,infc,CPen,unknown,CPK[,481590.0,571308.0,וַתִּרְגְּזִי־לִ֖י בְּכָל־אֵ֑לֶּה ,SubAdv,Q,wayq,Way0,p2,RGZ[
271800,481591.0,571309.0,וְגַם־אֲנִ֨י ,Main,Q,Ø,CPen,,,481593.0,571311.0,נְאֻם֙ אֲדֹנָ֣י יְהוִ֔ה ,Main,Q,Ø,MSyn,,
271806,481591.0,571309.0,וְגַם־אֲנִ֨י ,Main,Q,Ø,CPen,,,,,,,,,,,
271836,481600.0,571318.0,וַאֲחֹ֨ות אֲחֹותֵ֜ךְ אַ֗תְּ ,Main,Q,Ø,NmCl,,,,,,,,,,,
271873,481606.0,571324.0,וַאֲחֹותֵ֞ךְ ,Main,Q,Ø,Defc,,,481610.0,571329.0,וּבְתֹועֲבֹֽותֵיהֶ֖ן עָשִׂ֑ית ,Main,Q,qtl,WxQ0,p2,<FH[
271877,481609.0,571328.0,וְלֹ֤א בְדַרְכֵיהֶן֙ הָלַ֔כְתְּ ,Main,Q,qtl,WxQ0,p2,HLK[,,,,,,,,,
271893,481613.0,571332.0,חַי־אָ֗נִי ,Main,Q,Ø,AjCl,,,481616.0,571335.0,כַּאֲשֶׁ֣ר עָשִׂ֔ית אַ֖תְּ וּבְנֹותָֽיִךְ׃ ,SubAdv,Q,qtl,xQtX,p2,<FH[
271901,481615.0,571334.0,אִם־עָֽשְׂתָה֙ סְדֹ֣ם אֲחֹותֵ֔ךְ הִ֖יא וּבְנֹותֶ֑יהָ ,SubAdv,Q,qtl,xQtX,p3,<FH[,,,,,,,,,
271907,481615.0,571334.0,אִם־עָֽשְׂתָה֙ סְדֹ֣ם אֲחֹותֵ֔ךְ הִ֖יא וּבְנֹותֶ֑יהָ ,SubAdv,Q,qtl,xQtX,p3,<FH[,481618.0,571337.0,גָּאֹ֨ון שִׂבְעַת־לֶ֜חֶם וְשַׁלְוַ֣ת הַשְׁקֵ֗ט הָ֤יָה לָהּ֙ וְלִבְנֹותֶ֔יהָ ,Main,Q,qtl,XQtl,p3,HJH[
271917,481617.0,571336.0,הִנֵּה־זֶ֣ה הָיָ֔ה עֲוֹ֖ן סְדֹ֣ם אֲחֹותֵ֑ךְ ,Main,Q,qtl,XQtl,p3,HJH[,481619.0,571338.0,וְיַד־עָנִ֥י וְאֶבְיֹ֖ון לֹ֥א הֶחֱזִֽיקָה׃ ,Main,Q,qtl,WxQ0,p3,XZQ[
271928,481618.0,571337.0,גָּאֹ֨ון שִׂבְעַת־לֶ֜חֶם וְשַׁלְוַ֣ת הַשְׁקֵ֗ט הָ֤יָה לָהּ֙ וְלִבְנֹותֶ֔יהָ ,Main,Q,qtl,XQtl,p3,HJH[,,,,,,,,,
271941,481622.0,571341.0,וָאָסִ֥יר אֶתְהֶ֖ן ,Main,Q,wayq,Way0,p1,SWR[,,,,,,,,,
271948,481615.0,571334.0,אִם־עָֽשְׂתָה֙ סְדֹ֣ם אֲחֹותֵ֔ךְ הִ֖יא וּבְנֹותֶ֑יהָ ,SubAdv,Q,qtl,xQtX,p3,<FH[,,,,,,,,,
271963,481626.0,571345.0,וַתְּצַדְּקִי֙ אֶת־אֲחֹותַ֔יִךְ בְּכָל־תֹּועֲבֹותַ֖יִךְ ,Main,Q,wayq,Way0,p2,YDQ[,,,,,,,,,
271969,481628.0,571347.0,גַּם־אַ֣תְּ׀ שְׂאִ֣י כְלִמָּתֵ֗ךְ ,Main,Q,impv,XImp,p2,NF>[,481630.0,571349.0,אֲשֶׁר־הִתְעַ֥בְתְּ מֵהֵ֖ן ,SubMod,Q,qtl,xQt0,p2,T<B[
271975,481629.0,571348.0,אֲשֶׁ֤ר פִּלַּלְתְּ֙ לַֽאֲחֹותֵ֔ךְ בְּחַטֹּאתַ֛יִךְ ,SubMod,Q,qtl,xQt0,p2,PLL=[,,,,,,,,,
272017,481638.0,571357.0,וִנִכְלַ֕מְתְּ מִכֹּ֖ל ,SubAdv,Q,wqtl,WQt0,p2,KLM[,,,,,,,,,
272045,481635.0,571354.0,וְשַׁבְתִּי֙ אֶת־שְׁבִ֣יתְהֶ֔ן אֶת־שְׁב֤וּת סְדֹם֙ וּבְנֹותֶ֔יהָ וְאֶת־שְׁב֥וּת שֹׁמְרֹ֖ון וּבְנֹותֶ֑יהָ ,Main,Q,wqtl,WQt0,p1,CWB=[,481645.0,571364.0,בְּטֶרֶם֮ תִּגָּלֶ֣ה רָעָתֵךְ֒ כְּמֹ֗ו עֵ֚ת חֶרְפַּ֣ת בְּנֹות־אֲרָ֔ם וְכָל־סְבִיבֹותֶ֖יהָ בְּנֹ֣ות פְּלִשְׁתִּ֑ים ,SubAdv,Q,yqtl,xYq0,p3,GLH[
272080,481647.0,571366.0,אֶת־זִמָּתֵ֥ךְ וְאֶת־תֹּועֲבֹותַ֖יִךְ ,Main,Q,Ø,CPen,,,481649.0,571368.0,נְאֻ֖ם יְהוָֽה׃ ס ,Main,Q,Ø,MSyn,,
272085,481556.0,571273.0,כֹּֽה־אָמַ֞ר אֲדֹנָ֣י יְהֹוִ֗ה ,Main,Q,qtl,xQtX,p3,>MR[,481651.0,571370.0,וְעָשִׂ֥יתִי אֹותָ֖ךְ ,Main,Q,wqtl,WQt0,p1,<FH[
272093,481651.0,571370.0,וְעָשִׂ֥יתִי אֹותָ֖ךְ ,Main,Q,wqtl,WQt0,p1,<FH[,,,,,,,,,
272095,481651.0,571370.0,וְעָשִׂ֥יתִי אֹותָ֖ךְ ,Main,Q,wqtl,WQt0,p1,<FH[,481654.0,571373.0,לְהָפֵ֥ר בְּרִֽית׃ ,SubAdv,Q,infc,InfC,unknown,PRR[
272172,481668.0,571387.0,בְּכַפְּרִי־לָךְ֙ לְכָל־,SubAdv,Q,infc,InfC,unknown,KPR[,481670.0,571389.0,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ס ,Main,Q,Ø,MSyn,,
272196,481676.0,571395.0,וְאָמַרְתָּ֞ ,Main,Q,wqtl,WQt0,p2,>MR[,481678.0,571397.0,הַנֶּ֤שֶׁר הַגָּדֹול֙ ,Main,Q,Ø,Defc,,
272216,481678.0,571397.0,הַנֶּ֤שֶׁר הַגָּדֹול֙ ,Main,Q,Ø,Defc,,,,,,,,,,,
272229,481681.0,571401.0,וַיִּקַּ֖ח אֶת־צַמֶּ֥רֶת הָאָֽרֶז׃ ,Main,Q,wayq,Way0,p3,LQX[,,,,,,,,,
272238,481683.0,571403.0,וַיְבִיאֵ֨הוּ֙ אֶל־אֶ֣רֶץ כְּנַ֔עַן ,Main,Q,wayq,Way0,p3,BW>[,,,,,,,,,
272255,481687.0,571407.0,קָ֚ח עַל־מַ֣יִם רַבִּ֔ים ,Main,Q,Ø,NmCl,,,,,,,,,,,
272299,481696.0,571416.0,וַיְהִ֤י נֶֽשֶׁר־אֶחָד֙ גָּדֹ֔ול גְּדֹ֥ול כְּנָפַ֖יִם וְרַב־נֹוצָ֑ה ,Main,Q,wayq,WayX,p3,HJH[,481698.0,571418.0,וְדָֽלִיֹּותָיו֙ שִׁלְחָה־לֹּ֔ו ,Main,Q,qtl,WxQ0,p3,CLX[
272304,481697.0,571417.0,וְהִנֵּה֩ הַגֶּ֨פֶן הַזֹּ֜את כָּֽפְנָ֧ה שָׁרֳשֶׁ֣יהָ עָלָ֗יו ,Main,Q,qtl,WXQt,p3,KPN[,481699.0,571419.0,לְהַשְׁקֹ֣ות אֹותָ֔הּ מֵעֲרֻגֹ֖ות מַטָּעָֽהּ׃ ,SubAdv,Q,infc,InfC,unknown,CQH[
272334,481704.0,571424.0,אֱמֹ֗ר ,Main,Q,impv,ZIm0,p2,>MR[,481706.0,571426.0,תִּצְלָ֑ח ,Main,Q,yqtl,ZYq0,p3,YLX[
272401,481719.0,571440.0,אֱמָר־נָא֙ לְבֵ֣ית הַמֶּ֔רִי ,Main,Q,impv,ZIm0,p2,>MR[,481721.0,571442.0,מָה־אֵ֑לֶּה ,SubArg,Q,Ø,NmCl,,
272406,481722.0,571443.0,אֱמֹ֗ר ,Main,Q,impv,ZIm0,p2,>MR[,481724.0,571445.0,וַיִּקַּ֤ח אֶת־מַלְכָּהּ֙ וְאֶת־שָׂרֶ֔יהָ ,Main,Q,wayq,Way0,p3,LQX[
272442,481726.0,571447.0,וַיִּקַּח֙ מִזֶּ֣רַע הַמְּלוּכָ֔ה ,Main,Q,wayq,Way0,p3,LQX[,481730.0,571451.0,לִֽהְיֹות֙ מַמְלָכָ֣ה שְׁפָלָ֔ה ,SubAdv,Q,infc,InfC,unknown,HJH[
272497,481744.0,571465.0,אִם־לֹ֗א בִּמְקֹום֙ הַמֶּ֨לֶךְ֙ ,SubAdv,Q,Ø,Defc,,,481747.0,571468.0,וַאֲשֶׁ֥ר הֵפֵ֖ר אֶת־בְּרִיתֹ֑ו ,SubAdv,Q,qtl,WxQ0,p3,PRR[
272502,481746.0,571467.0,אֲשֶׁ֤ר בָּזָה֙ אֶת־אָ֣לָתֹ֔ו ,SubMod,Q,qtl,xQt0,p3,BZH[,,,,,,,,,
272544,481744.0,571465.0,אִם־לֹ֗א בִּמְקֹום֙ הַמֶּ֨לֶךְ֙ ,SubAdv,Q,Ø,Defc,,,481755.0,571477.0,וְכָל־אֵ֥לֶּה עָשָׂ֖ה ,Main,Q,qtl,WxQ0,p3,<FH[
272549,481754.0,571476.0,וְהִנֵּ֨ה נָתַ֥ן יָדֹ֛ו ,Main,Q,qtl,WxQ0,p3,NTN[,,,,,,,,,
272554,481757.0,571479.0,לָכֵ֞ן ,Main,Q,Ø,MSyn,,,481759.0,571481.0,חַי־אָנִי֒ ,Main,Q,Ø,AjCl,,
272563,481760.0,571482.0,אִם־לֹ֗א אָֽלָתִי֙ ,SubAdv,Q,Ø,CPen,,,,,,,,,,,
272567,481760.0,571484.0,וּבְרִיתִ֖י ,SubAdv,Q,Ø,Defc,,,,,,,,,,,
272589,481767.0,571490.0,וְנִשְׁפַּטְתִּ֤י אִתֹּו֙ שָׁ֔ם מַעֲלֹ֖ו ,Main,Q,wqtl,WQt0,p1,CPV[,,,,,,,,,
272614,481771.0,571494.0,וִידַעְתֶּ֕ם ,Main,Q,wqtl,WQt0,p2,JD<[,,,,,,,,,
272616,481758.0,571480.0,כֹּה־אָמַ֨ר אֲדֹנָ֣י יְהוִה֮ ,Main,Q,qtl,xQtX,p3,>MR[,481774.0,571497.0,וְלָקַ֣חְתִּי אָ֗נִי מִצַּמֶּ֧רֶת הָאֶ֛רֶז הָרָמָ֖ה ,Main,Q,wqtl,WQtX,p1,LQX[
272679,481784.0,571507.0,וְֽיָדְע֞וּ כָּל־עֲצֵ֣י הַשָּׂדֶ֗ה ,Main,Q,wqtl,WQtX,p3,JD<[,481786.0,571509.0,הִגְבַּ֨הְתִּי֙ עֵ֣ץ שָׁפָ֔ל ,SubAdv,Q,qtl,ZQt0,p1,GBH[
272682,481785.0,571508.0,כִּ֣י אֲנִ֤י יְהוָה֙ הִשְׁפַּ֣לְתִּי׀ עֵ֣ץ גָּבֹ֗הַ ,SubArg,Q,qtl,XQtl,p1,CPL[,481787.0,571510.0,הֹובַ֨שְׁתִּי֙ עֵ֣ץ לָ֔ח ,SubAdv,Q,qtl,ZQt0,p1,JBC[
272685,481786.0,571509.0,הִגְבַּ֨הְתִּי֙ עֵ֣ץ שָׁפָ֔ל ,SubAdv,Q,qtl,ZQt0,p1,GBH[,481788.0,571511.0,וְהִפְרַ֖חְתִּי עֵ֣ץ יָבֵ֑שׁ ,SubAdv,Q,wqtl,WQt0,p1,PRX[
272694,481777.0,571500.0,וְשָׁתַ֣לְתִּי אָ֔נִי עַ֥ל הַר־גָּבֹ֖הַ וְתָלֽוּל׃ ,Main,Q,wqtl,WQtX,p1,CTL[,481790.0,571513.0,וְעָשִֽׂיתִי׃ פ ,Main,Q,wqtl,WQt0,p1,<FH[
272779,481809.0,571532.0,כִּי־יִהְיֶ֣ה צַדִּ֑יק ,SubAdv,Q,yqtl,xYq0,p3,HJH[,481812.0,571535.0,וְעֵינָיו֙ לֹ֣א נָשָׂ֔א אֶל־גִּלּוּלֵ֖י בֵּ֣ית יִשְׂרָאֵ֑ל ,Main,Q,qtl,WxQ0,p3,NF>[
272783,481811.0,571534.0,אֶל־הֶֽהָרִים֙ לֹ֣א אָכָ֔ל ,Main,Q,qtl,xQt0,p3,>KL[,481813.0,571536.0,וְאֶת־אֵ֤שֶׁת רֵעֵ֨הוּ֙ לֹ֣א טִמֵּ֔א ,Main,Q,qtl,WxQ0,p3,VM>[
272793,481812.0,571535.0,וְעֵינָיו֙ לֹ֣א נָשָׂ֔א אֶל־גִּלּוּלֵ֖י בֵּ֣ית יִשְׂרָאֵ֑ל ,Main,Q,qtl,WxQ0,p3,NF>[,481814.0,571537.0,וְאֶל־אִשָּׁ֥ה נִדָּ֖ה לֹ֥א יִקְרָֽב׃ ,Main,Q,yqtl,WxY0,p3,QRB[
272843,481824.0,571547.0,בְּחֻקֹּותַ֧י יְהַלֵּ֛ךְ ,Main,Q,yqtl,xYq0,p3,HLK[,481826.0,571549.0,לַעֲשֹׂ֣ות אֱמֶ֑ת ,SubAdv,Q,infc,InfC,unknown,<FH[
272873,481832.0,571555.0,וְעָ֣שָׂה אָ֔ח מֵאַחַ֖ד מֵאֵֽלֶּה׃ ,Main,Q,wqtl,WQt0,p3,<FH[,,,,,,,,,
272879,481832.0,571555.0,וְעָ֣שָׂה אָ֔ח מֵאַחַ֖ד מֵאֵֽלֶּה׃ ,Main,Q,wqtl,WQt0,p3,<FH[,481835.0,571558.0,וְאֶת־אֵ֥שֶׁת רֵעֵ֖הוּ טִמֵּֽא׃ ,Main,Q,qtl,WxQ0,p3,VM>[
272884,481834.0,571557.0,כִּ֣י גַ֤ם אֶל־הֶֽהָרִים֙ אָכַ֔ל ,SubAdv,Q,qtl,xQt0,p3,>KL[,,,,,,,,,
272888,481834.0,571557.0,כִּ֣י גַ֤ם אֶל־הֶֽהָרִים֙ אָכַ֔ל ,SubAdv,Q,qtl,xQt0,p3,>KL[,481837.0,571560.0,גְּזֵלֹ֣ות גָּזָ֔ל ,Main,Q,qtl,xQt0,p3,GZL[
272890,481836.0,571559.0,עָנִ֤י וְאֶבְיֹון֙ הֹונָ֔ה ,Main,Q,qtl,xQt0,p3,JNH[,481838.0,571561.0,חֲבֹ֖ל לֹ֣א יָשִׁ֑יב ,Main,Q,yqtl,xYq0,p3,CWB[
272898,481837.0,571560.0,גְּזֵלֹ֣ות גָּזָ֔ל ,Main,Q,qtl,xQt0,p3,GZL[,,,,,,,,,
272901,481837.0,571560.0,גְּזֵלֹ֣ות גָּזָ֔ל ,Main,Q,qtl,xQt0,p3,GZL[,481841.0,571564.0,בַּנֶּ֧שֶׁךְ נָתַ֛ן ,Main,Q,qtl,xQt0,p3,NTN[
272905,481840.0,571563.0,תֹּועֵבָ֖ה עָשָֽׂה׃ ,Main,Q,qtl,xQt0,p3,<FH[,481842.0,571565.0,וְתַרְבִּ֥ית לָקַ֖ח ,Main,Q,qtl,WxQ0,p3,LQX[
272908,481841.0,571564.0,בַּנֶּ֧שֶׁךְ נָתַ֛ן ,Main,Q,qtl,xQt0,p3,NTN[,,,,,,,,,
272919,481834.0,571557.0,כִּ֣י גַ֤ם אֶל־הֶֽהָרִים֙ אָכַ֔ל ,SubAdv,Q,qtl,xQt0,p3,>KL[,481846.0,571569.0,מֹ֣ות יוּמָ֔ת ,Main,Q,yqtl,xYq0,p3,MWT[
272927,481830.0,571553.0,וְהֹולִ֥יד בֵּן־פָּרִ֖יץ ,Main,Q,wqtl,WQt0,p3,JLD[,481849.0,571572.0,וַיַּ֕רְא אֶת־כָּל־חַטֹּ֥את אָבִ֖יו ,Main,Q,wayq,Way0,p3,R>H[
272936,481849.0,571572.0,וַיַּ֕רְא אֶת־כָּל־חַטֹּ֥את אָבִ֖יו ,Main,Q,wayq,Way0,p3,R>H[,,,,,,,,,
272947,481852.0,571575.0,וְלֹ֥א יַעֲשֶׂ֖ה כָּהֵֽן׃ ,Main,Q,yqtl,WxY0,p3,<FH[,481854.0,571577.0,וְעֵינָיו֙ לֹ֣א נָשָׂ֔א אֶל־גִּלּוּלֵ֖י בֵּ֣ית יִשְׂרָאֵ֑ל ,Main,Q,qtl,WxQ0,p3,NF>[
272951,481853.0,571576.0,עַל־הֶֽהָרִים֙ לֹ֣א אָכָ֔ל ,Main,Q,qtl,xQt0,p3,>KL[,,,,,,,,,
