bhsa_node,mother_cl,mother_cl_atom,mother_clause,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,daught_cl,daught_cl_atom,daught_clause,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex
266826,480461.0,570153.0,אֲנִ֥י יְהוָ֖ה דִּבַּֽרְתִּי׃ ,Main,Q,qtl,XQtl,p1,DBR[,,,,,,,,,
266853,480480.0,570172.0,שִׁמְע֖וּ דְּבַר־אֲדֹנָ֣י יְהוִ֑ה ,Main,Q,impv,ZIm0,p2,CM<[,480482.0,570174.0,הִנְנִ֨י ,Main,Q,Ø,NmCl,,
266964,480504.0,570196.0,וְזָכְר֨וּ פְלִֽיטֵיכֶ֜ם אֹותִ֗י בַּגֹּויִם֮ ,Main,Q,wqtl,WQtX,p3,ZKR[,,,,,,,,,
266967,480504.0,570196.0,וְזָכְר֨וּ פְלִֽיטֵיכֶ֜ם אֹותִ֗י בַּגֹּויִם֮ ,Main,Q,wqtl,WQtX,p3,ZKR[,480507.0,570199.0,אֲשֶׁר־סָר֙ מֵֽעָלַ֔י ,SubMod,Q,qtl,xQt0,p3,SWR[
266973,480506.0,570198.0,אֲשֶׁ֨ר נִשְׁבַּ֜רְתִּי אֶת־לִבָּ֣ם הַזֹּונֶ֗ה ,SubAdv,Q,qtl,xQt0,p1,CBR[,,,,,,,,,
266991,480510.0,570202.0,וְנָקֹ֨טּוּ֙ בִּפְנֵיהֶ֔ם אֶל־הָֽרָעֹות֙ ,Main,Q,wqtl,WQt0,p3,QWV[,,,,,,,,,
267003,480513.0,570205.0,כִּֽי־אֲנִ֣י יְהוָ֑ה ,SubArg,Q,Ø,NmCl,,,480515.0,570207.0,לַעֲשֹׂ֥ות לָהֶ֖ם הָרָעָ֥ה הַזֹּֽאת׃ פ ,SubAdv,Q,infc,InfC,unknown,<FH[
267012,480473.0,570165.0,וַיְהִ֥י דְבַר־יְהוָ֖ה אֵלַ֥י ,Main,N,wayq,WayX,p3,HJH[,480517.0,570209.0,הַכֵּ֨ה בְכַפְּךָ֜ ,Main,Q,impv,ZIm0,p2,NKH[
267104,480529.0,570222.0,מְקֹ֗ום ,Main,Q,Ø,Ellp,,,,,,,,,,,
267147,480537.0,570230.0,וְאַתָּ֣ה ,Main,Q,Ø,NmCl,,,480540.0,570233.0,קֵ֑ץ ,Main,Q,Ø,NmCl,,
267154,480540.0,570233.0,קֵ֑ץ ,Main,Q,Ø,NmCl,,,480542.0,570235.0,עַתָּה֙ הַקֵּ֣ץ עָלַ֔יִךְ ,Main,Q,Ø,NmCl,,
267203,480539.0,570232.0,כֹּה־אָמַ֞ר אֲדֹנָ֧י יְהוִ֛ה לְאַדְמַ֥ת יִשְׂרָאֵ֖ל ,Main,Q,qtl,xQtX,p3,>MR[,480553.0,570246.0,רָעָ֛ה אַחַ֥ת רָעָ֖ה ,Main,Q,Ø,CPen,,
267212,480554.0,570247.0,הִנֵּ֥ה בָאָֽה׃ ,Main,Q,ptcp,Ptcp,unknown,BW>[,480556.0,570249.0,בָּ֥א הַקֵּ֖ץ ,Main,Q,qtl,ZQtX,p3,BW>[
267213,480555.0,570248.0,קֵ֣ץ בָּ֔א ,Main,Q,qtl,XQtl,p3,BW>[,480557.0,570250.0,הֵקִ֣יץ אֵלָ֑יִךְ ,Main,Q,qtl,ZQt0,p3,QJY[
267216,480556.0,570249.0,בָּ֥א הַקֵּ֖ץ ,Main,Q,qtl,ZQtX,p3,BW>[,,,,,,,,,
267220,480558.0,570251.0,הִנֵּ֖ה בָּאָֽה׃ ,Main,Q,ptcp,Ptcp,unknown,BW>[,480560.0,570253.0,יֹושֵׁ֣ב הָאָ֑רֶץ ,Main,Q,Ø,Voct,,
267227,480558.0,570251.0,הִנֵּ֖ה בָּאָֽה׃ ,Main,Q,ptcp,Ptcp,unknown,BW>[,480562.0,570255.0,קָרֹ֛וב הַיֹּ֥ום ,Main,Q,Ø,AjCl,,
267285,480576.0,570269.0,הִנֵּ֣ה בָאָ֑ה ,Main,Q,ptcp,Ptcp,unknown,BW>[,480578.0,570271.0,צָ֚ץ הַמַּטֶּ֔ה ,Main,Q,qtl,ZQtX,p3,YWY[
267288,480577.0,570270.0,יָֽצְאָה֙ הַצְּפִרָ֔ה ,Main,Q,qtl,ZQtX,p3,JY>[,480579.0,570272.0,פָּרַ֖ח הַזָּדֹֽון׃ ,Main,Q,qtl,ZQtX,p3,PRX[
267291,480578.0,570271.0,צָ֚ץ הַמַּטֶּ֔ה ,Main,Q,qtl,ZQtX,p3,YWY[,,,,,,,,,
267296,480576.0,570269.0,הִנֵּ֣ה בָאָ֑ה ,Main,Q,ptcp,Ptcp,unknown,BW>[,480581.0,570274.0,לֹא־מֵהֶ֞ם ,Main,Q,Ø,NmCl,,
267314,480576.0,570269.0,הִנֵּ֣ה בָאָ֑ה ,Main,Q,ptcp,Ptcp,unknown,BW>[,480586.0,570279.0,הִגִּ֣יעַ הַיֹּ֔ום ,Main,Q,qtl,ZQtX,p3,NG<[
267317,480585.0,570278.0,בָּ֤א הָעֵת֙ ,Main,Q,qtl,ZQtX,p3,BW>[,,,,,,,,,
267362,480553.0,570246.0,רָעָ֛ה אַחַ֥ת רָעָ֖ה ,Main,Q,Ø,CPen,,,480596.0,570290.0,וְהָכִ֣ין הַכֹּ֔ל ,Main,Q,infc,InfC,unknown,KWN[
267485,480619.0,570313.0,נַפְשָׁם֙ לֹ֣א יְשַׂבֵּ֔עוּ ,Main,Q,yqtl,xYq0,p3,FB<[,,,,,,,,,
267491,480622.0,570316.0,וּצְבִ֤י עֶדְיֹו֙ ,Main,Q,Ø,CPen,,,,,,,,,,,
267496,480622.0,570316.0,וּצְבִ֤י עֶדְיֹו֙ ,Main,Q,Ø,CPen,,,,,,,,,,,
267500,480622.0,570316.0,וּצְבִ֤י עֶדְיֹו֙ ,Main,Q,Ø,CPen,,,480626.0,570320.0,וּנְתַתִּ֤יו בְּיַֽד־הַזָּרִים֙ לָבַ֔ז ,Main,Q,wqtl,WQt0,p1,NTN[
267541,480633.0,570327.0,עֲשֵׂ֖ה הָֽרַתֹּ֑וק ,Main,Q,impv,ZIm0,p2,<FH[,480635.0,570329.0,וְהָעִ֖יר מָלְאָ֥ה חָמָֽס׃ ,Main,Q,qtl,WXQt,p3,ML>[
267547,480634.0,570328.0,כִּ֣י הָאָ֗רֶץ מָֽלְאָה֙ מִשְׁפַּ֣ט דָּמִ֔ים ,SubAdv,Q,qtl,XQtl,p3,ML>[,,,,,,,,,
267565,480622.0,570316.0,וּצְבִ֤י עֶדְיֹו֙ ,Main,Q,Ø,CPen,,,480641.0,570335.0,וּבִקְשׁ֥וּ שָׁלֹ֖ום ,Main,Q,wqtl,WQt0,p3,BQC[
267733,480671.0,570365.0,כַּמַּרְאֶ֕ה ,SubMod,N,Ø,NmCl,,,,,,,,,,,
267902,480707.0,570402.0,וַיֹּ֣אמֶר אֵלַי֮ ,Main,N,wayq,Way0,p3,>MR[,480709.0,570404.0,בֶן־אָדָם֒ ,Main,Q,Ø,Voct,,
267923,480713.0,570408.0,אֵ֤ין יְהוָה֙ רֹאֶ֣ה אֹתָ֔נוּ ,Main,Q,ptcp,Ptcp,unknown,R>H[,,,,,,,,,
267965,480723.0,570418.0,וַיֹּ֥אמֶר אֵלַ֖י ,Main,N,wayq,Way0,p3,>MR[,480725.0,570420.0,בֶן־אָדָ֑ם ,Main,Q,Ø,Voct,,
268019,480733.0,570428.0,וַיֹּ֣אמֶר אֵלַי֮ ,Main,N,wayq,Way0,p3,>MR[,480735.0,570430.0,בֶן־אָדָם֒ ,Main,Q,Ø,Voct,,
268023,480734.0,570429.0,הֲרָאִ֣יתָ ,Main,Q,qtl,xQt0,p2,R>H[,480737.0,570432.0,מֵעֲשֹׂ֕ות אֶת־הַתֹּועֵבֹ֖ות ,SubAdv,Q,infc,InfC,unknown,<FH[
268033,480737.0,570432.0,מֵעֲשֹׂ֕ות אֶת־הַתֹּועֵבֹ֖ות ,SubAdv,Q,infc,InfC,unknown,<FH[,,,,,,,,,
268036,480737.0,570432.0,מֵעֲשֹׂ֕ות אֶת־הַתֹּועֵבֹ֖ות ,SubAdv,Q,infc,InfC,unknown,<FH[,480740.0,570435.0,וַיָּשֻׁ֨בוּ֙ ,Main,Q,wayq,Way0,p3,CWB[
268137,480755.0,570450.0,שִׁשָּׁ֣ה אֲנָשִׁ֡ים בָּאִ֣ים׀ מִדֶּרֶךְ־שַׁ֨עַר הָעֶלְיֹ֜ון ,Main,N,ptcp,Ptcp,unknown,BW>[,480764.0,570459.0,אֲשֶׁ֣ר הָיָ֣ה עָלָ֔יו ,SubMod,N,qtl,xQt0,p3,HJH[
268143,480763.0,570458.0,וּכְבֹ֣וד׀ אֱלֹהֵ֣י יִשְׂרָאֵ֗ל נַעֲלָה֙ מֵעַ֤ל הַכְּרוּב֙ ,Main,N,qtl,WXQt,p3,<LH[,,,,,,,,,
268199,480768.0,570464.0,וַיֹּ֤אמֶר יְהוָה֙ אֵלָ֔יו ,Main,N,wayq,WayX,p3,>MR[,480775.0,570471.0,עִבְר֥וּ בָעִ֛יר אַחֲרָ֖יו ,Main,Q,impv,ZIm0,p2,<BR[
268324,480802.0,570499.0,וַתִּמָּלֵ֤א הָאָ֨רֶץ֙ דָּמִ֔ים ,Main,Q,wayq,WayX,p3,ML>[,,,,,,,,,
268327,480801.0,570498.0,עֲוֹ֨ן בֵּֽית־יִשְׂרָאֵ֤ל וִֽיהוּדָה֙ גָּדֹול֙ בִּמְאֹ֣ד מְאֹ֔ד ,Main,Q,Ø,AjCl,,,480805.0,570502.0,עָזַ֤ב יְהוָה֙ אֶת־הָאָ֔רֶץ ,Main,Q,qtl,ZQtX,p3,<ZB[
268328,480804.0,570501.0,כִּ֣י אָמְר֗וּ ,SubAdv,Q,qtl,xQt0,p3,>MR[,480806.0,570503.0,וְאֵ֥ין יְהוָ֖ה רֹאֶֽה׃ ,Main,Q,ptcp,Ptcp,unknown,R>H[
268349,480807.0,570504.0,וְגַ֨ם־אֲנִ֔י ,Main,Q,Ø,CPen,,,,,,,,,,,
268366,480814.0,570512.0,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,480816.0,570514.0,אֲשֶׁ֥ר צִוִּיתָֽנִי׃ ס ,SubMod,Q,qtl,xQt0,p2,YWH[
268370,480815.0,570513.0,עָשִׂ֕יתִי כְּכֹ֖ל ,Main,Q,qtl,ZQt0,p1,<FH[,,,,,,,,,
268390,480819.0,570517.0,אֶל־הָרָקִ֨יעַ֙ ,Main,N,Ø,Defc,,,,,,,,,,,
268448,480827.0,570526.0,וְהַכְּרֻבִ֗ים עֹֽמְדִ֛ים מִימִ֥ין לַבַּ֖יִת ,Main,N,ptcp,Ptcp,unknown,<MD[,480830.0,570529.0,וַיָּ֤רָם כְּבֹוד־יְהוָה֙ מֵעַ֣ל הַכְּר֔וּב עַ֖ל מִפְתַּ֣ן הַבָּ֑יִת ,Main,N,wayq,WayX,p3,RWM[
268476,480831.0,570530.0,וַיִּמָּלֵ֤א הַבַּ֨יִת֙ אֶת־הֶ֣עָנָ֔ן ,Main,N,wayq,WayX,p3,ML>[,,,,,,,,,
268486,480827.0,570526.0,וְהַכְּרֻבִ֗ים עֹֽמְדִ֛ים מִימִ֥ין לַבַּ֖יִת ,Main,N,ptcp,Ptcp,unknown,<MD[,480834.0,570533.0,בְּדַבְּרֹֽו׃ ,SubAdv,N,infc,InfC,unknown,DBR[
268660,480867.0,570567.0,לָאֹ֖ופַנִּ֑ים ,Main,N,Ø,CPen,,,480869.0,570569.0,וְאַרְבָּעָ֥ה פָנִ֖ים לְאֶחָ֑ד ,Main,N,Ø,NmCl,,
268700,480875.0,570575.0,הִ֣יא הַחַיָּ֔ה ,Main,N,Ø,NmCl,,,,,,,,,,,
268801,480895.0,570598.0,הִ֣יא הַחַיָּ֗ה ,Main,N,Ø,NmCl,,,,,,,,,,,
268836,480903.0,570606.0,הֵ֣מָּה הַפָּנִ֗ים ,Main,N,Ø,NmCl,,,,,,,,,,,
268941,480929.0,570632.0,אֱמֹר֙ ,Main,Q,impv,ZIm0,p2,>MR[,480931.0,570634.0,כֵּ֥ן אֲמַרְתֶּ֖ם ,Main,Q,qtl,xQt0,p2,>MR[
268944,480930.0,570633.0,כֹּה־אָמַ֣ר יְהוָ֔ה ,Main,Q,qtl,xQtX,p3,>MR[,480932.0,570635.0,בֵּ֣ית יִשְׂרָאֵ֑ל ,Main,Q,Ø,Voct,,
268951,480933.0,570636.0,וּמַעֲלֹ֥ות רֽוּחֲכֶ֖ם ,Main,Q,Ø,CPen,,,,,,,,,,,
268952,480931.0,570634.0,כֵּ֥ן אֲמַרְתֶּ֖ם ,Main,Q,qtl,xQt0,p2,>MR[,480936.0,570639.0,וּמִלֵּאתֶ֥ם חוּצֹתֶ֖יהָ חָלָֽל׃ פ ,Main,Q,wqtl,WQt0,p2,ML>[
268965,480937.0,570640.0,לָכֵ֗ן ,Main,Q,Ø,MSyn,,,480939.0,570642.0,חַלְלֵיכֶם֙ ,Main,Q,Ø,CPen,,
268970,480939.0,570642.0,חַלְלֵיכֶם֙ ,Main,Q,Ø,CPen,,,,,,,,,,,
268986,480939.0,570642.0,חַלְלֵיכֶם֙ ,Main,Q,Ø,CPen,,,480945.0,570648.0,וְחֶ֨רֶב֙ אָבִ֣יא עֲלֵיכֶ֔ם ,Main,Q,yqtl,WxY0,p1,BW>[
269050,480950.0,570653.0,בַּחֶ֣רֶב תִּפֹּ֔לוּ ,Main,Q,yqtl,xYq0,p2,NPL[,480960.0,570663.0,וּמִשְׁפָּטַ֖י לֹ֣א עֲשִׂיתֶ֑ם ,Main,Q,qtl,WxQ0,p2,<FH[
269054,480959.0,570662.0,אֲשֶׁ֤ר בְּחֻקַּי֙ לֹ֣א הֲלַכְתֶּ֔ם ,SubAdv,Q,qtl,xQt0,p2,HLK[,,,,,,,,,
269062,480961.0,570664.0,וּֽכְמִשְׁפְּטֵ֧י הַגֹּויִ֛ם ,Main,Q,Ø,Defc,,,,,,,,,,,
269071,480963.0,570667.0,וַֽיְהִי֙ ,Main,N,wayq,Way0,p3,HJH[,,,,,,,,,
269110,480974.0,570678.0,אַחֶ֤יךָ אַחֶ֨יךָ֙ אַנְשֵׁ֣י גְאֻלָּתֶ֔ךָ וְכָל־בֵּ֥ית יִשְׂרָאֵ֖ל כֻּלֹּ֑ה ,Main,Q,Ø,NmCl,,,480976.0,570680.0,רַֽחֲקוּ֙ מֵעַ֣ל יְהוָ֔ה ,Main,Q,impv,ZIm0,p2,RXQ[
269120,480977.0,570681.0,לָ֥נוּ הִ֛יא ,Main,Q,Ø,NmCl,,,,,,,,,,,
269128,480980.0,570684.0,אֱמֹ֗ר ,Main,Q,impv,ZIm0,p2,>MR[,480982.0,570686.0,כִּ֤י הִרְחַקְתִּים֙ בַּגֹּויִ֔ם ,Main,Q,qtl,xQt0,p1,RXQ[
269132,480981.0,570685.0,כֹּֽה־אָמַר֮ אֲדֹנָ֣י יְהוִה֒ ,Main,Q,qtl,xQtX,p3,>MR[,480983.0,570687.0,וְכִ֥י הֲפִֽיצֹותִ֖ים בָּאֲרָצֹ֑ות ,Main,Q,qtl,WxQ0,p1,PWY[
269138,480982.0,570686.0,כִּ֤י הִרְחַקְתִּים֙ בַּגֹּויִ֔ם ,Main,Q,qtl,xQt0,p1,RXQ[,,,,,,,,,
269152,480984.0,570688.0,וָאֱהִ֤י לָהֶם֙ לְמִקְדָּ֣שׁ מְעַ֔ט בָּאֲרָצֹ֖ות ,Main,Q,wayq,Way0,p1,HJH[,,,,,,,,,
269157,480987.0,570691.0,אֱמֹ֗ר ,Main,Q,impv,ZIm0,p2,>MR[,480989.0,570693.0,וְקִבַּצְתִּ֤י אֶתְכֶם֙ מִן־הָ֣עַמִּ֔ים ,Main,Q,wqtl,WQt0,p1,QBY[
269173,480990.0,570694.0,וְאָסַפְתִּ֣י אֶתְכֶ֔ם מִן־הָ֣אֲרָצֹ֔ות ,Main,Q,wqtl,WQt0,p1,>SP[,,,,,,,,,
269250,481004.0,570708.0,וְאֶל־לֵ֧ב שִׁקּוּצֵיהֶ֛ם וְתֹועֲבֹותֵיהֶ֖ם לִבָּ֣ם הֹלֵ֑ךְ ,Main,Q,ptcp,Ptcp,unknown,HLK[,481006.0,570710.0,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ,Main,Q,Ø,MSyn,,
269295,481007.0,570711.0,וַיִּשְׂא֤וּ הַכְּרוּבִים֙ אֶת־כַּנְפֵיהֶ֔ם ,Main,N,wayq,WayX,p3,NF>[,481014.0,570718.0,וַתְּבִיאֵ֤נִי כַשְׂדִּ֨ימָה֙ אֶל־הַגֹּולָ֔ה בַּמַּרְאֶ֖ה בְּר֣וּחַ אֱלֹהִ֑ים ,Main,N,wayq,Way0,p3,BW>[
269315,481015.0,570719.0,וַיַּ֨עַל֙ מֵֽעָלַ֔י הַמַּרְאֶ֖ה ,Main,N,wayq,WayX,p3,<LH[,,,,,,,,,
269326,481017.0,570721.0,וָאֲדַבֵּ֖ר אֶל־הַגֹּולָ֑ה אֵ֛ת כָּל־דִּבְרֵ֥י יְהוָ֖ה ,Main,N,wayq,Way0,p1,DBR[,,,,,,,,,
269350,481023.0,570727.0,אֲשֶׁ֣ר עֵינַיִם֩ לָהֶ֨ם ,SubMod,Q,Ø,NmCl,,,,,,,,,,,
269357,481026.0,570730.0,אָזְנַ֨יִם לָהֶ֤ם ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,
269439,481038.0,570743.0,לְעֵינֵיהֶ֖ם חֲתָר־לְךָ֣ בַקִּ֑יר ,Main,Q,impv,xIm0,p2,XTR[,,,,,,,,,
269448,481045.0,570750.0,וָאַ֣עַשׂ כֵּן֮ ,Main,N,wayq,Way0,p1,<FH[,,,,,,,,,
269450,481045.0,570750.0,וָאַ֣עַשׂ כֵּן֮ ,Main,N,wayq,Way0,p1,<FH[,481048.0,570753.0,וּבָעֶ֛רֶב חָתַֽרְתִּי־לִ֥י בַקִּ֖יר בְּיָ֑ד ,Main,N,qtl,WxQ0,p1,XTR[
269459,481047.0,570752.0,כֵּ֠לַי הֹוצֵ֜אתִי כִּכְלֵ֤י גֹולָה֙ יֹומָ֔ם ,Main,N,qtl,xQt0,p1,JY>[,,,,,,,,,
269469,481047.0,570752.0,כֵּ֠לַי הֹוצֵ֜אתִי כִּכְלֵ֤י גֹולָה֙ יֹומָ֔ם ,Main,N,qtl,xQt0,p1,JY>[,481050.0,570755.0,עַל־כָּתֵ֥ף נָשָׂ֖אתִי לְעֵינֵיהֶֽם׃ פ ,Main,N,qtl,xQt0,p1,NF>[
269472,481049.0,570754.0,בָּעֲלָטָ֥ה הֹוצֵ֛אתִי ,Main,N,qtl,xQt0,p1,JY>[,,,,,,,,,
269489,481053.0,570758.0,בֶּן־אָדָ֕ם ,Main,Q,Ø,Voct,,,481055.0,570760.0,מָ֖ה אַתָּ֥ה עֹשֶֽׂה׃ ,Main,Q,ptcp,Ptcp,unknown,<FH[
269502,481056.0,570761.0,אֱמֹ֣ר אֲלֵיהֶ֔ם ,Main,Q,impv,ZIm0,p2,>MR[,481058.0,570763.0,הַנָּשִׂ֞יא הַמַּשָּׂ֤א הַזֶּה֙ בִּיר֣וּשָׁלַ֔ם ,Main,Q,Ø,NmCl,,
269526,481062.0,570767.0,אֲנִ֣י מֹֽופֶתְכֶ֑ם ,Main,Q,Ø,NmCl,,,481064.0,570769.0,כֵּ֚ן יֵעָשֶׂ֣ה לָהֶ֔ם ,Main,Q,yqtl,xYq0,p3,<FH[
269647,481086.0,570793.0,לְמַ֨עַן יְסַפְּר֜וּ אֶת־כָּל־תֹּועֲבֹֽותֵיהֶ֗ם בַּגֹּויִם֙ ,SubAdv,Q,yqtl,xYq0,p3,SPR[,,,,,,,,,
269682,481095.0,570802.0,וְאָמַרְתָּ֣ אֶל־עַ֣ם הָאָ֡רֶץ ,Main,Q,wqtl,WQt0,p2,>MR[,481097.0,570804.0,לַחְמָם֙ בִּדְאָגָ֣ה יֹאכֵ֔לוּ ,Main,Q,yqtl,xYq0,p3,>KL[
269758,481114.0,570822.0,אֱמֹ֣ר אֲלֵיהֶ֗ם ,Main,Q,impv,ZIm0,p2,>MR[,481116.0,570824.0,הִשְׁבַּ֨תִּי֙ אֶת־הַמָּשָׁ֣ל הַזֶּ֔ה ,Main,Q,qtl,ZQt0,p1,CBT[
269761,481115.0,570823.0,כֹּֽה־אָמַר֮ אֲדֹנָ֣י יְהוִה֒ ,Main,Q,qtl,xQtX,p3,>MR[,481117.0,570825.0,וְלֹֽא־יִמְשְׁל֥וּ אֹתֹ֛ו עֹ֖וד בְּיִשְׂרָאֵ֑ל ,Main,Q,yqtl,WxY0,p3,MCL=[
269778,481118.0,570826.0,כִּ֚י אִם־דַּבֵּ֣ר אֲלֵיהֶ֔ם ,SubAdv,Q,impv,xIm0,p2,DBR[,481120.0,570828.0,וּדְבַ֖ר כָּל־חָזֹֽון׃ ,Main,Q,Ø,Ellp,,
269856,481141.0,570851.0,אֱמֹ֣ר אֲלֵיהֶ֗ם ,Main,Q,impv,ZIm0,p2,>MR[,481143.0,570853.0,לֹא־תִמָּשֵׁ֥ךְ עֹ֖וד כָּל־דְּבָרָ֑י ,Main,Q,yqtl,xYqX,p3,MCK[
269897,481153.0,570863.0,שִׁמְע֖וּ דְּבַר־יְהוָֽה׃ ,Main,Q,impv,ZIm0,p2,CM<[,481155.0,570865.0,הֹ֖וי עַל־הַנְּבִיאִ֣ים הַנְּבָלִ֑ים ,Main,Q,Ø,NmCl,,
269913,481155.0,570865.0,הֹ֖וי עַל־הַנְּבִיאִ֣ים הַנְּבָלִ֑ים ,Main,Q,Ø,NmCl,,,,,,,,,,,
269920,481158.0,570868.0,כְּשֻׁעָלִ֖ים בָּחֳרָבֹ֑ות נְבִיאֶ֥יךָ ,Main,Q,Ø,Defc,,,,,,,,,,,
269922,481158.0,570868.0,כְּשֻׁעָלִ֖ים בָּחֳרָבֹ֑ות נְבִיאֶ֥יךָ ,Main,Q,Ø,Defc,,,481161.0,570872.0,וַתִּגְדְּר֥וּ גָדֵ֖ר עַל־בֵּ֣ית יִשְׂרָאֵ֑ל ,Main,Q,wayq,Way0,p2,GDR[
269940,481158.0,570868.0,כְּשֻׁעָלִ֖ים בָּחֳרָבֹ֑ות נְבִיאֶ֥יךָ ,Main,Q,Ø,Defc,,,481164.0,570875.0,הָאֹֽמְרִים֙ ,SubArg,Q,ptcp,Ptcp,unknown,>MR[
269952,481164.0,570875.0,הָאֹֽמְרִים֙ ,SubArg,Q,ptcp,Ptcp,unknown,>MR[,,,,,,,,,
269962,481158.0,570868.0,כְּשֻׁעָלִ֖ים בָּחֳרָבֹ֑ות נְבִיאֶ֥יךָ ,Main,Q,Ø,Defc,,,481170.0,570881.0,וּמִקְסַ֥ם כָּזָ֖ב אֲמַרְתֶּ֑ם ,Main,Q,qtl,WxQ0,p2,>MR[
269966,481169.0,570880.0,הֲלֹ֤וא מַֽחֲזֵה־שָׁוְא֙ חֲזִיתֶ֔ם ,Main,Q,qtl,xQt0,p2,XZH[,,,,,,,,,
269974,481171.0,570882.0,וְאֹֽמְרִים֙ ,Main,Q,ptcp,Ptcp,unknown,>MR[,,,,,,,,,
269977,481174.0,570885.0,לָכֵ֗ן ,Main,Q,Ø,MSyn,,,481176.0,570887.0,יַ֚עַן דַּבֶּרְכֶ֣ם שָׁ֔וְא ,Main,Q,infc,InfC,unknown,DBR[
270033,481189.0,570900.0,יַ֣עַן ,SubAdv,Q,Ø,NmCl,,,481191.0,570902.0,לֵאמֹ֥ר ,SubAdv,Q,infc,InfC,unknown,>MR[
270057,481198.0,570909.0,וְיִפֹּ֑ל ,Main,Q,yqtl,WYq0,p3,NPL[,,,,,,,,,
270071,481198.0,570909.0,וְיִפֹּ֑ל ,Main,Q,yqtl,WYq0,p3,NPL[,481204.0,570916.0,הֲלֹוא֙ יֵאָמֵ֣ר אֲלֵיכֶ֔ם ,Main,Q,yqtl,xYq0,p3,>MR[
270082,481205.0,570917.0,אַיֵּ֥ה הַטִּ֖יחַ ,Main,Q,Ø,NmCl,,,,,,,,,,,
270085,481207.0,570919.0,לָכֵ֗ן ,Main,Q,Ø,MSyn,,,481209.0,570921.0,וּבִקַּעְתִּ֥י רֽוּחַ־סְעָרֹ֖ות בַּֽחֲמָתִ֑י ,Main,Q,wqtl,WQt0,p1,BQ<[
270113,481212.0,570924.0,וְהָ֨רַסְתִּ֜י אֶת־הַקִּ֨יר ,Main,Q,wqtl,WQt0,p1,HRS[,,,,,,,,,
270195,481235.0,570948.0,וְאָמַרְתָּ֞ ,Main,Q,wqtl,WQt0,p2,>MR[,481237.0,570950.0,הֹוי֩ ,Main,Q,Ø,NmCl,,
270259,481250.0,570963.0,לָכֵ֞ן ,Main,Q,Ø,MSyn,,,481252.0,570965.0,הִנְנִ֤י אֶל־כִּסְּתֹותֵיכֶ֨נָה֙ ,Main,Q,Ø,NmCl,,
270323,481262.0,570975.0,יַ֣עַן הַכְאֹ֤ות לֵב־צַדִּיק֙ שֶׁ֔קֶר ,SubAdv,Q,infc,InfC,unknown,K>H[,,,,,,,,,
270382,481276.0,570989.0,בֶּן־אָדָ֗ם ,Main,Q,Ø,Voct,,,481278.0,570991.0,וּמִכְשֹׁ֣ול עֲוֹנָ֔ם נָתְנ֖וּ נֹ֣כַח פְּנֵיהֶ֑ם ,Main,Q,qtl,WxQ0,p3,NTN[
270389,481277.0,570990.0,הָאֲנָשִׁ֤ים הָאֵ֨לֶּה֙ הֶעֱל֤וּ גִלּֽוּלֵיהֶם֙ עַל־לִבָּ֔ם ,Main,Q,qtl,XQtl,p3,<LH[,,,,,,,,,
270403,481281.0,570994.0,וְאָמַרְתָּ֨ אֲלֵיהֶ֜ם ,Main,Q,wqtl,WQt0,p2,>MR[,481283.0,570996.0,אִ֣ישׁ אִ֣ישׁ מִבֵּ֣ית יִשְׂרָאֵ֡ל ,Main,Q,Ø,NmCl,,
270430,481283.0,570996.0,אִ֣ישׁ אִ֣ישׁ מִבֵּ֣ית יִשְׂרָאֵ֡ל ,Main,Q,Ø,NmCl,,,481288.0,571001.0,בָ֖א ,SubMod,Q,ptcp,Ptcp,unknown,BW>[
270444,481289.0,571003.0,לְמַ֛עַן תְּפֹ֥שׂ אֶת־בֵּֽית־יִשְׂרָאֵ֖ל בְּלִבָּ֑ם ,SubAdv,Q,infc,InfC,unknown,TPF[,,,,,,,,,
270456,481291.0,571005.0,לָכֵ֞ן אֱמֹ֣ר׀ אֶל־בֵּ֣ית יִשְׂרָאֵ֗ל ,Main,Q,impv,xIm0,p2,>MR[,481293.0,571007.0,שׁ֣וּבוּ ,Main,Q,impv,ZIm0,p2,CWB[
270550,481309.0,571023.0,וְהַנָּבִ֤יא ,Main,Q,Ø,CPen,,,481313.0,571027.0,וְנָטִ֤יתִי אֶת־יָדִי֙ עָלָ֔יו ,Main,Q,wqtl,WQt0,p1,NVH[
270798,481322.0,571036.0,וַיְהִ֥י דְבַר־יְהוָ֖ה אֵלַ֥י ,Main,N,wayq,WayX,p3,HJH[,481365.0,571079.0,אַ֣ף ,Main,Q,Ø,NmCl,,
270815,481365.0,571079.0,אַ֣ף ,Main,Q,Ø,NmCl,,,481367.0,571081.0,לְהַכְרִ֥ית מִמֶּ֖נָּה אָדָ֥ם וּבְהֵמָֽה׃ ,SubAdv,Q,infc,InfC,unknown,KRT[
270826,481365.0,571079.0,אַ֣ף ,Main,Q,Ø,NmCl,,,481369.0,571083.0,הַֽמּוּצָאִים֮ ,SubMod,Q,ptcp,Ptcp,unknown,JY>[
